Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C12,2,298064,298063
2000-02-01,C12,4,400225,280450
2000-04-01,C12,2,916450,916450
2000-05-01,C12,3,417000,409900
2000-06-01,C12,2,349250,349250
2000-08-01,C12,2,493500,493500
2000-09-01,C12,2,1549000,1549000
2000-10-01,C12,4,241900,236900
2000-11-01,C12,2,591200,591200
2000-12-01,C12,0,0,0
2001-01-01,C12,0,0,0
2001-02-01,C12,3,209400,212000
2001-03-01,C12,5,316978,327900
2001-04-01,C12,4,292475,298200
2001-05-01,C12,6,301467,315500
2001-06-01,C12,6,332513,291540
2001-07-01,C12,7,327857,330000
2001-08-01,C12,5,305160,289900
2001-09-01,C12,4,782000,806500
2001-10-01,C12,1,294500,294500
2001-11-01,C12,2,449000,449000
2001-12-01,C12,4,1108500,1126000
2002-01-01,C12,5,395180,369900
2002-02-01,C12,10,503630,426500
2002-03-01,C12,7,527957,426800
2002-04-01,C12,13,540700,418000
2002-05-01,C12,5,766600,470000
2002-06-01,C12,13,423154,332000
2002-07-01,C12,3,496333,689000
2002-08-01,C12,3,301667,360000
2002-09-01,C12,0,0,0
2002-10-01,C12,4,800500,752500
2002-11-01,C12,4,714500,640000
2002-12-01,C12,2,282750,282750
2003-01-01,C12,4,284800,291500
2003-02-01,C12,3,438333,475000
2003-03-01,C12,3,650333,1335000
2003-04-01,C12,8,538488,312500
2003-05-01,C12,7,446643,384000
2003-06-01,C12,5,345480,320000
2003-07-01,C12,9,405633,319900
2003-08-01,C12,3,651300,339900
2003-09-01,C12,6,399800,379900
2003-10-01,C12,12,422017,309250
2003-11-01,C12,3,1079963,457888
2003-12-01,C12,1,310000,310000
2004-01-01,C12,4,364350,377700
2004-02-01,C12,4,532875,369500
2004-03-01,C12,6,326800,309250
2004-04-01,C12,3,379333,385000
2004-05-01,C12,9,362889,338000
2004-06-01,C12,8,365462,364750
2004-07-01,C12,7,555714,365000
2004-08-01,C12,8,337800,340000
2004-09-01,C12,5,318980,301000
2004-10-01,C12,5,958760,439900
2004-11-01,C12,6,346833,348000
2004-12-01,C12,5,630980,395000
2005-01-01,C12,6,371833,347500
2005-02-01,C12,4,695000,282500
2005-03-01,C12,9,508306,338000
2005-04-01,C12,10,304050,318000
2005-05-01,C12,12,379608,371900
2005-06-01,C12,6,529233,329700
2005-07-01,C12,10,343523,335000
2005-08-01,C12,7,339757,336500
2005-09-01,C12,3,293500,250000
2005-10-01,C12,3,325667,368000
2005-11-01,C12,4,461575,353900
2005-12-01,C12,2,342000,342000
2006-01-01,C12,0,0,0
2006-02-01,C12,7,351679,339000
