Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W10,31,114566,118000
2000-02-01,W10,26,119710,123000
2000-04-01,W10,44,119166,119250
2000-05-01,W10,52,118807,117500
2000-06-01,W10,39,125205,124750
2000-08-01,W10,43,121740,125000
2000-09-01,W10,46,125107,129000
2000-10-01,W10,48,125463,125500
2000-11-01,W10,35,121540,125000
2000-12-01,W10,32,122994,124500
2001-01-01,W10,25,118380,120000
2001-02-01,W10,30,129465,130500
2001-03-01,W10,60,123301,125375
2001-04-01,W10,52,126374,128000
2001-05-01,W10,48,130581,131000
2001-06-01,W10,50,121196,123450
2001-07-01,W10,36,132278,135000
2001-08-01,W10,50,121140,123500
2001-09-01,W10,47,129527,128000
2001-10-01,W10,40,128215,132600
2001-11-01,W10,49,129427,132400
2001-12-01,W10,52,130409,131250
2002-01-01,W10,47,129195,130000
2002-02-01,W10,48,131921,135500
2002-03-01,W10,48,136347,137625
2002-04-01,W10,43,133335,136000
2002-05-01,W10,59,134767,135000
2002-06-01,W10,39,135977,135000
2002-07-01,W10,29,137034,140000
2002-08-01,W10,34,134360,135000
2002-09-01,W10,38,138955,140500
2002-10-01,W10,35,133760,140000
2002-11-01,W10,31,135031,140000
2002-12-01,W10,30,141500,143250
2003-01-01,W10,40,137545,140750
2003-02-01,W10,39,139205,141500
2003-03-01,W10,49,138970,142500
2003-04-01,W10,53,137862,144000
2003-05-01,W10,44,141418,147250
2003-06-01,W10,55,134905,140000
2003-07-01,W10,53,312970,145000
2003-08-01,W10,32,141313,146000
2003-09-01,W10,50,144850,146750
2003-10-01,W10,43,143716,147000
2003-11-01,W10,42,143052,144750
2003-12-01,W10,33,143555,148500
2004-01-01,W10,33,142439,144500
2004-02-01,W10,34,144066,146000
2004-03-01,W10,46,145826,146700
2004-04-01,W10,37,147749,146000
2004-05-01,W10,38,147592,148250
2004-06-01,W10,50,145413,146000
2004-07-01,W10,27,146100,147400
2004-08-01,W10,31,145755,145500
2004-09-01,W10,35,149363,150000
2004-10-01,W10,29,148767,146750
2004-11-01,W10,33,146661,149000
2004-12-01,W10,20,148625,146500
2005-01-01,W10,14,140829,140300
2005-02-01,W10,29,144190,144000
2005-03-01,W10,35,147173,149000
2005-04-01,W10,33,144859,147000
2005-05-01,W10,38,141317,144700
2005-06-01,W10,35,146957,148000
2005-07-01,W10,34,144659,146000
2005-08-01,W10,35,144040,143000
2005-09-01,W10,30,141967,147000
2005-10-01,W10,19,136447,141000
2005-11-01,W10,28,134382,136350
2005-12-01,W10,31,141784,141500
2006-01-01,W10,29,140986,135000
2006-02-01,W10,26,150440,148500
2006-03-01,W10,40,139470,142500
2006-04-01,W10,31,146343,144000
2006-05-01,W10,30,143732,146250
2006-06-01,W10,34,138856,140000
2006-07-01,W10,29,150657,142500
2006-08-01,W10,25,146232,144000
2006-09-01,W10,31,156313,146000
2006-10-01,W10,38,147378,143250
2006-11-01,W10,34,158806,147250
2006-12-01,W10,29,149934,147000
2007-01-01,W10,23,135100,133000
2007-02-01,W10,28,151184,145000
2007-03-01,W10,33,153379,144500
2007-04-01,W10,43,144163,145000
2007-05-01,W10,31,154350,151500
2007-06-01,W10,43,154678,149501
2007-07-01,W10,46,146366,144500
2007-08-01,W10,38,165354,155750
2007-09-01,W10,29,142221,145000
2007-10-01,W10,30,148890,148000
2007-11-01,W10,31,147339,141000
2007-12-01,W10,20,169291,150750
2008-01-01,W10,24,151808,141000
2008-02-01,W10,36,156512,147000
2008-03-01,W10,34,160465,147000
2008-04-01,W10,42,162369,153000
2008-05-01,W10,43,159556,150000
2008-06-01,W10,41,166286,164000
2008-07-01,W10,48,169094,169500
2008-08-01,W10,37,163738,157000
2008-09-01,W10,28,156013,150750
2008-10-01,W10,36,165367,156625
2008-11-01,W10,19,148553,146500
2008-12-01,W10,12,164125,144000
2009-01-01,W10,17,140901,140513
2009-02-01,W10,23,142635,145000
2009-03-01,W10,37,159369,153000
2009-04-01,W10,37,140959,150000
2009-05-01,W10,36,153906,146500
2009-06-01,W10,47,157039,147000
2009-07-01,W10,42,166683,157000
2009-08-01,W10,39,163805,154000
2009-09-01,W10,36,166964,155750
2009-10-01,W10,46,158520,152750
2009-11-01,W10,39,161142,150500
2009-12-01,W10,26,180465,162750
2010-01-01,W10,29,161990,158000
2010-02-01,W10,34,158541,161000
2010-03-01,W10,34,187863,171000
2010-04-01,W10,50,160830,157000
2010-05-01,W10,38,167212,168000
2010-06-01,W10,31,172016,160000
2010-07-01,W10,24,168725,154000
2010-08-01,W10,25,165940,175000
2010-09-01,W10,26,167923,159000
2010-10-01,W10,20,161010,151500
2010-11-01,W10,21,158774,153000
2010-12-01,W10,24,159479,160500
2011-01-01,W10,26,159981,152500
2011-02-01,W10,27,174811,165000
2011-03-01,W10,41,167044,160000
2011-04-01,W10,29,170638,158000
2011-05-01,W10,45,169444,165000
2011-06-01,W10,36,173644,158500
2011-07-01,W10,33,186621,167500
2011-08-01,W10,24,205646,197500
2011-09-01,W10,29,174986,161000
2011-10-01,W10,28,171571,165750
2011-11-01,W10,21,179629,180000
2011-12-01,W10,28,186461,168500
2012-01-01,W10,21,169129,168000
2012-02-01,W10,37,199966,222000
2012-03-01,W10,32,150942,158500
2012-04-01,W10,29,175927,169000
2012-05-01,W10,30,180550,160750
2012-06-01,W10,35,177414,167500
2012-07-01,W10,35,193825,190000
2012-08-01,W10,24,162312,165000
2012-09-01,W10,23,180083,174000
2012-10-01,W10,22,177318,174500
2012-11-01,W10,26,180456,164500
2012-12-01,W10,12,148000,145750
2013-01-01,W10,20,162545,152500
2013-02-01,W10,23,187191,182000
2013-03-01,W10,26,163635,166500
2013-04-01,W10,22,183907,180000
2013-05-01,W10,46,159452,168000
2013-06-01,W10,29,163483,172000
2013-07-01,W10,25,178168,174000
2013-08-01,W10,30,163840,161500
2013-09-01,W10,26,162185,164000
