Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C07,14,185786,181000
2000-02-01,C07,20,200020,176500
2000-04-01,C07,12,203917,196500
2000-05-01,C07,26,205619,193950
2000-06-01,C07,22,202991,190900
2000-08-01,C07,29,211614,190000
2000-09-01,C07,21,210452,216990
2000-10-01,C07,29,210034,207000
2000-11-01,C07,26,187346,186000
2000-12-01,C07,16,191724,182500
2001-01-01,C07,17,201600,196000
2001-02-01,C07,31,221402,205500
2001-03-01,C07,37,212086,199000
2001-04-01,C07,20,211240,201500
2001-05-01,C07,31,225139,205000
2001-06-01,C07,28,207000,208000
2001-07-01,C07,24,211145,203400
2001-08-01,C07,28,233746,228250
2001-09-01,C07,22,215359,209250
2001-10-01,C07,32,217733,211375
2001-11-01,C07,28,233562,215600
2001-12-01,C07,29,219579,213900
2002-01-01,C07,19,230489,238800
2002-02-01,C07,30,236993,231000
2002-03-01,C07,29,245185,232000
2002-04-01,C07,23,244248,223500
2002-05-01,C07,40,247436,225000
2002-06-01,C07,33,225515,220000
2002-07-01,C07,24,245177,242500
2002-08-01,C07,32,229159,211500
2002-09-01,C07,33,224133,211000
2002-10-01,C07,23,242230,229000
2002-11-01,C07,29,242890,221000
2002-12-01,C07,20,227175,214500
2003-01-01,C07,24,212213,206500
2003-02-01,C07,21,232048,223000
2003-03-01,C07,21,233929,243000
2003-04-01,C07,43,252965,238000
2003-05-01,C07,34,248316,237400
2003-06-01,C07,31,227300,220000
2003-07-01,C07,31,239471,228000
2003-08-01,C07,27,233889,209000
2003-09-01,C07,34,227424,210745
2003-10-01,C07,24,250988,236000
2003-11-01,C07,23,224927,217000
2003-12-01,C07,36,237730,230000
2004-01-01,C07,15,239920,229900
2004-02-01,C07,28,234432,233750
2004-03-01,C07,39,217668,212000
2004-04-01,C07,53,236960,225000
2004-05-01,C07,55,209769,210000
2004-06-01,C07,76,214693,210500
2004-07-01,C07,50,226682,221000
2004-08-01,C07,38,232213,228500
2004-09-01,C07,29,242810,243500
2004-10-01,C07,26,222211,211000
2004-11-01,C07,33,223520,227000
2004-12-01,C07,18,202611,185500
2005-01-01,C07,23,232748,228500
2005-02-01,C07,43,219824,218000
2005-03-01,C07,42,234276,231750
2005-04-01,C07,49,234963,219000
2005-05-01,C07,41,239200,227000
2005-06-01,C07,58,268338,222250
2005-07-01,C07,47,230694,224500
2005-08-01,C07,42,207969,199250
2005-09-01,C07,42,238052,227000
2005-10-01,C07,42,243091,235250
2005-11-01,C07,46,237895,220500
2005-12-01,C07,20,240720,219000
2006-01-01,C07,30,278675,249250
2006-02-01,C07,40,239265,232250
2006-03-01,C07,64,258253,240500
2006-04-01,C07,56,253421,240900
2006-05-01,C07,70,240004,234000
2006-06-01,C07,56,244528,239750
2006-07-01,C07,53,250358,240500
2006-08-01,C07,57,245481,236000
2006-09-01,C07,45,251271,240100
2006-10-01,C07,47,263790,248000
2006-11-01,C07,39,258887,230000
2006-12-01,C07,29,220726,220000
2007-01-01,C07,40,233296,230000
2007-02-01,C07,46,239665,225750
2007-03-01,C07,63,245420,240000
2007-04-01,C07,52,253714,237900
2007-05-01,C07,78,246205,240000
2007-06-01,C07,70,254980,251400
2007-07-01,C07,67,258973,245000
2007-08-01,C07,86,277549,269000
2007-09-01,C07,74,286705,268950
2007-10-01,C07,90,274293,258450
2007-11-01,C07,80,279646,260000
2007-12-01,C07,52,286250,272500
2008-01-01,C07,57,260021,257500
2008-02-01,C07,45,295559,285000
2008-03-01,C07,60,285909,285550
2008-04-01,C07,95,282427,267000
2008-05-01,C07,68,288750,284750
2008-06-01,C07,70,309811,294000
2008-07-01,C07,66,288550,273450
2008-08-01,C07,79,297718,290000
2008-09-01,C07,69,290333,275000
2008-10-01,C07,55,281362,273000
2008-11-01,C07,38,265541,258450
2008-12-01,C07,26,269858,275250
2009-01-01,C07,20,288320,283000
2009-02-01,C07,43,283491,278000
2009-03-01,C07,63,285086,270000
2009-04-01,C07,88,288862,278750
2009-05-01,C07,91,282270,271000
2009-06-01,C07,103,304435,293500
2009-07-01,C07,83,299422,289800
2009-08-01,C07,86,314792,295000
2009-09-01,C07,80,310876,289500
2009-10-01,C07,100,319063,306250
2009-11-01,C07,68,317572,307250
2009-12-01,C07,47,321157,320000
2010-01-01,C07,58,325724,314000
2010-02-01,C07,74,328935,314500
2010-03-01,C07,85,331090,315500
2010-04-01,C07,90,340504,320500
2010-05-01,C07,62,315750,302500
2010-06-01,C07,67,320900,299000
2010-07-01,C07,53,331590,322800
2010-08-01,C07,60,340472,330000
2010-09-01,C07,48,332427,332000
2010-10-01,C07,49,310988,309000
2010-11-01,C07,63,324762,314900
2010-12-01,C07,40,308888,311500
2011-01-01,C07,44,324992,308750
2011-02-01,C07,63,342000,319999
2011-03-01,C07,85,334044,312000
2011-04-01,C07,80,345379,329500
2011-05-01,C07,81,351277,328500
2011-06-01,C07,80,331712,315250
2011-07-01,C07,63,374168,368000
2011-08-01,C07,56,343806,317500
2011-09-01,C07,53,328543,328000
2011-10-01,C07,41,335354,315700
2011-11-01,C07,55,347454,332000
2011-12-01,C07,43,303856,310000
2012-01-01,C07,35,351946,328000
2012-02-01,C07,53,371164,353500
2012-03-01,C07,64,339277,325500
2012-04-01,C07,68,349076,336750
2012-05-01,C07,60,348608,331500
2012-06-01,C07,51,358825,350000
2012-07-01,C07,52,329629,317000
2012-08-01,C07,43,359692,348000
2012-09-01,C07,40,344223,322500
2012-10-01,C07,46,342658,337500
2012-11-01,C07,47,361702,342000
2012-12-01,C07,29,315779,293000
2013-01-01,C07,36,330129,332500
2013-02-01,C07,46,338146,327750
2013-03-01,C07,41,365044,350000
2013-04-01,C07,47,354811,337000
2013-05-01,C07,58,346253,337450
2013-06-01,C07,45,338918,318000
2013-07-01,C07,65,334728,320000
2013-08-01,C07,49,346455,323000
2013-09-01,C07,53,379673,359800
2013-10-01,C07,68,345551,335500
2013-11-01,C07,54,384682,360000
2013-12-01,C07,45,343119,326000
2014-01-01,C07,32,372522,350400
2014-02-01,C07,47,371350,363000
2014-03-01,C07,59,372354,369700
2014-04-01,C07,53,354819,345000
2014-05-01,C07,64,361309,356750
2014-06-01,C07,62,375114,345000
2014-07-01,C07,58,342722,323250
2014-08-01,C07,52,356267,352550
2014-09-01,C07,53,362539,334500
2014-10-01,C07,62,370656,358000
2014-11-01,C07,41,365849,350000
2014-12-01,C07,38,349912,343500
2015-01-01,C07,33,368345,350000
2015-02-01,C07,46,389654,373500
2015-03-01,C07,57,380579,362000
2015-04-01,C07,70,385071,371000
2015-05-01,C07,75,377076,356000
2015-06-01,C07,79,408020,394000
2015-07-01,C07,83,389865,365000
2015-08-01,C07,73,404856,380000
2015-09-01,C07,62,405539,377500
2015-10-01,C07,64,415254,393500
2015-11-01,C07,57,406335,365000
2015-12-01,C07,38,437920,412750
2016-01-01,C07,46,415467,399900
2016-02-01,C07,65,413327,390000
2016-03-01,C07,82,405112,389000
2016-04-01,C07,86,430348,405050
2016-05-01,C07,95,432138,405000
2016-06-01,C07,96,445451,402500
2016-07-01,C07,81,423129,403500
2016-08-01,C07,89,438316,415000
2016-09-01,C07,84,456348,440500
2016-10-01,C07,98,448500,430900
2016-11-01,C07,73,466398,450000
2016-12-01,C07,54,505361,462500
2017-01-01,C07,57,487065,460000
2017-02-01,C07,81,500227,480800
2017-03-01,C07,100,592380,555944
2017-04-01,C07,94,606265,592500
2017-05-01,C07,76,567236,542000
2017-06-01,C07,58,572227,515000
2017-07-01,C07,53,578608,538800
2017-08-01,C07,58,550507,524500
2017-09-01,C07,48,575600,548500
2017-10-01,C07,47,554853,575000
2017-11-01,C07,50,560962,529500
2017-12-01,C07,42,533457,489900
2018-01-01,C07,32,552588,505500
2018-02-01,C07,40,546370,521000
2018-03-01,C07,60,611313,574500
2018-04-01,C07,53,613210,553000
2018-05-01,C07,60,632447,578000
2018-06-01,C07,52,585249,564000
2018-07-01,C07,51,556547,535000
2018-08-01,C07,51,552510,514000
2018-09-01,C07,50,566120,528250
2018-10-01,C07,49,581082,543800
2018-11-01,C07,51,555856,530000
2018-12-01,C07,35,609597,587500
2019-01-01,C07,35,603808,543890
2019-02-01,C07,34,616321,602500
2019-03-01,C07,48,601179,563500
2019-04-01,C07,60,619366,605000
2019-05-01,C07,63,606408,565000
2019-06-01,C07,52,605325,560500
2019-07-01,C07,69,622792,575000
2019-08-01,C07,51,613144,542900
2019-09-01,C07,57,614565,572000
2019-10-01,C07,52,623495,597000
2019-11-01,C07,50,614646,550000
2019-12-01,C07,31,622397,580000
2020-01-01,C07,39,669030,638200
2020-02-01,C07,57,681797,650000
2020-03-01,C07,44,674732,652500
2020-04-01,C07,11,612755,580000
2020-05-01,C07,19,701368,600000
2020-06-01,C07,37,629901,618000
2020-07-01,C07,42,664974,644000
2020-08-01,C07,59,639531,608000
2020-09-01,C07,47,628485,615000
2020-10-01,C07,39,586683,565000
2020-11-01,C07,39,610468,620000
2020-12-01,C07,58,595710,567000
2021-01-01,C07,63,636185,625000
2021-02-01,C07,77,641801,620000
2021-03-01,C07,91,688942,657770
2021-04-01,C07,59,705306,660000
