Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W09,14,127000,93000
2000-02-01,W09,22,148868,119500
2000-04-01,W09,32,127244,106000
2000-05-01,W09,25,127570,89000
2000-06-01,W09,21,131557,94500
2000-08-01,W09,33,158206,141100
2000-09-01,W09,22,128250,111250
2000-10-01,W09,18,122336,85250
2000-11-01,W09,16,123488,107750
2000-12-01,W09,13,122288,116250
2001-01-01,W09,15,108467,93000
2001-02-01,W09,17,109021,100000
2001-03-01,W09,18,142611,112000
2001-04-01,W09,36,140558,118250
2001-05-01,W09,30,127733,113300
2001-06-01,W09,27,126356,117500
2001-07-01,W09,26,133781,127500
2001-08-01,W09,18,132844,116500
2001-09-01,W09,21,120795,96000
2001-10-01,W09,22,115727,100000
2001-11-01,W09,26,115471,103250
2001-12-01,W09,16,137125,123000
2002-01-01,W09,14,121600,100500
2002-02-01,W09,24,151121,120750
2002-03-01,W09,23,129248,123000
2002-04-01,W09,30,129257,107950
2002-05-01,W09,24,150171,118000
2002-06-01,W09,26,122900,109000
2002-07-01,W09,15,149993,131000
2002-08-01,W09,17,153029,120000
2002-09-01,W09,21,136640,111000
2002-10-01,W09,23,140185,116000
2002-11-01,W09,22,151459,116500
2002-12-01,W09,18,128444,114500
2003-01-01,W09,13,127531,119500
2003-02-01,W09,20,150765,122000
2003-03-01,W09,19,147474,123000
2003-04-01,W09,23,155170,116000
2003-05-01,W09,26,142285,119000
2003-06-01,W09,31,141431,119500
2003-07-01,W09,29,144386,128000
2003-08-01,W09,16,160825,136000
2003-09-01,W09,27,160704,140000
2003-10-01,W09,25,159096,142000
2003-11-01,W09,17,163456,153000
2003-12-01,W09,16,153983,122000
2004-01-01,W09,9,146044,121500
2004-02-01,W09,17,148036,124800
2004-03-01,W09,28,134470,117000
2004-04-01,W09,21,176971,183900
2004-05-01,W09,26,154154,127000
2004-06-01,W09,20,170375,137500
2004-07-01,W09,17,159682,137000
2004-08-01,W09,13,161223,126000
2004-09-01,W09,16,155500,136750
2004-10-01,W09,16,162544,157500
2004-11-01,W09,14,138643,131000
2004-12-01,W09,16,147975,132750
2005-01-01,W09,10,153370,154500
2005-02-01,W09,16,162694,126250
2005-03-01,W09,18,152789,140000
2005-04-01,W09,26,149469,124000
2005-05-01,W09,19,164395,141000
2005-06-01,W09,23,155743,137500
2005-07-01,W09,17,150022,130500
2005-08-01,W09,20,193655,187500
2005-09-01,W09,30,143937,122250
2005-10-01,W09,18,144250,126000
2005-11-01,W09,18,129611,111000
2005-12-01,W09,14,159736,108750
2006-01-01,W09,15,173793,160000
2006-02-01,W09,22,178864,171000
2006-03-01,W09,17,196700,165000
2006-04-01,W09,18,150894,109450
2006-05-01,W09,22,157214,113000
2006-06-01,W09,21,166214,142500
2006-07-01,W09,20,173950,130000
2006-08-01,W09,20,160525,135500
2006-09-01,W09,15,176767,131000
2006-10-01,W09,17,148029,139000
2006-11-01,W09,15,215067,205000
2006-12-01,W09,12,167750,148250
2007-01-01,W09,11,163527,154000
2007-02-01,W09,16,157147,130500
2007-03-01,W09,17,165088,130000
2007-04-01,W09,22,143018,124250
2007-05-01,W09,25,164816,161500
2007-06-01,W09,15,173284,190000
2007-07-01,W09,15,250960,235000
2007-08-01,W09,13,211135,192000
2007-09-01,W09,10,203500,185500
2007-10-01,W09,17,184529,139500
2007-11-01,W09,18,140833,113250
2007-12-01,W09,19,169868,153500
2008-01-01,W09,16,165138,134350
2008-02-01,W09,15,134333,110000
2008-03-01,W09,21,155348,174900
2008-04-01,W09,17,152247,120000
2008-05-01,W09,21,198969,135000
2008-06-01,W09,19,154053,124000
2008-07-01,W09,17,182159,175000
2008-08-01,W09,18,147661,141000
2008-09-01,W09,17,133235,110000
2008-10-01,W09,17,120735,85000
2008-11-01,W09,18,77778,57250
2008-12-01,W09,15,124167,132000
2009-01-01,W09,15,119008,80000
2009-02-01,W09,7,147714,104000
2009-03-01,W09,17,125382,92000
2009-04-01,W09,14,154750,132000
2009-05-01,W09,18,151361,121750
2009-06-01,W09,21,198143,155000
2009-07-01,W09,25,174252,132000
2009-08-01,W09,17,160762,130000
2009-09-01,W09,25,170948,130000
2009-10-01,W09,22,205949,215750
2009-11-01,W09,15,209033,190000
2009-12-01,W09,16,156106,128500
2010-01-01,W09,14,133127,117000
2010-02-01,W09,15,161433,118500
2010-03-01,W09,20,166250,144750
2010-04-01,W09,20,175370,147000
2010-05-01,W09,16,196319,186750
2010-06-01,W09,18,239694,225000
2010-07-01,W09,16,195919,229250
2010-08-01,W09,11,148227,114999
2010-09-01,W09,10,194365,199825
2010-10-01,W09,14,120282,69000
2010-11-01,W09,14,143779,107000
2010-12-01,W09,14,191964,156750
2011-01-01,W09,17,160618,107000
2011-02-01,W09,4,78750,72500
2011-03-01,W09,19,205303,227000
2011-04-01,W09,26,177962,120600
2011-05-01,W09,20,217050,232500
2011-06-01,W09,21,230714,228500
2011-07-01,W09,18,161333,118000
2011-08-01,W09,17,192994,217500
2011-09-01,W09,20,197288,183750
2011-10-01,W09,16,191156,161000
2011-11-01,W09,22,123730,104750
2011-12-01,W09,15,154200,126000
2012-01-01,W09,12,147625,120500
2012-02-01,W09,25,160276,96000
2012-03-01,W09,21,151290,112900
2012-04-01,W09,22,187245,155000
2012-05-01,W09,20,210855,176000
2012-06-01,W09,14,257610,228444
2012-07-01,W09,20,224350,233500
2012-08-01,W09,7,174557,144000
2012-09-01,W09,9,254222,228000
2012-10-01,W09,15,159017,108000
2012-11-01,W09,15,218567,131000
2012-12-01,W09,8,96016,103565
2013-01-01,W09,16,165613,132100
2013-02-01,W09,19,183132,165000
2013-03-01,W09,17,183429,117000
2013-04-01,W09,18,203078,193500
2013-05-01,W09,17,170071,117000
2013-06-01,W09,17,209382,237000
2013-07-01,W09,13,140838,135500
2013-08-01,W09,14,224214,254000
2013-09-01,W09,9,153778,109000
2013-10-01,W09,16,228047,242500
2013-11-01,W09,18,160500,148000
2013-12-01,W09,15,167495,125000
2014-01-01,W09,10,101450,108500
2014-02-01,W09,12,231125,263250
2014-03-01,W09,12,287408,292000
2014-04-01,W09,16,250494,263250
2014-05-01,W09,17,201824,193000
