Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C01,42,232738,183500
2000-02-01,C01,77,248856,185000
2000-04-01,C01,88,216080,191000
2000-05-01,C01,102,221353,185750
2000-06-01,C01,102,225585,182900
2000-08-01,C01,109,232350,188000
2000-09-01,C01,101,232105,198000
2000-10-01,C01,94,233928,210900
2000-11-01,C01,89,228091,202000
2000-12-01,C01,59,224363,188500
2001-01-01,C01,63,274706,200000
2001-02-01,C01,81,255641,202500
2001-03-01,C01,123,237277,210000
2001-04-01,C01,104,243987,206000
2001-05-01,C01,107,245132,192000
2001-06-01,C01,138,232266,216500
2001-07-01,C01,102,236214,220500
2001-08-01,C01,129,236384,211000
2001-09-01,C01,70,262986,221000
2001-10-01,C01,93,222851,205000
2001-11-01,C01,98,229956,212000
2001-12-01,C01,109,271957,209000
2002-01-01,C01,108,237455,219750
2002-02-01,C01,147,250252,229000
2002-03-01,C01,161,259235,230000
2002-04-01,C01,198,261948,226000
2002-05-01,C01,168,259608,217500
2002-06-01,C01,179,258923,225000
2002-07-01,C01,109,257050,225000
2002-08-01,C01,130,250725,227000
2002-09-01,C01,146,243941,227200
2002-10-01,C01,134,265164,222400
2002-11-01,C01,110,265589,223000
2002-12-01,C01,92,251785,218000
2003-01-01,C01,93,251596,226500
2003-02-01,C01,123,257496,233000
2003-03-01,C01,154,255138,230000
2003-04-01,C01,193,256129,225000
2003-05-01,C01,167,255022,223000
2003-06-01,C01,171,244381,212500
2003-07-01,C01,204,239634,216950
2003-08-01,C01,199,261357,225000
2003-09-01,C01,146,240173,218600
2003-10-01,C01,142,248996,217900
2003-11-01,C01,144,259714,217750
2003-12-01,C01,121,238181,215000
2004-01-01,C01,96,266934,223500
2004-02-01,C01,150,239062,216250
2004-03-01,C01,243,253020,215000
2004-04-01,C01,175,260554,233500
2004-05-01,C01,231,271839,229000
2004-06-01,C01,229,250803,228000
2004-07-01,C01,200,239026,224200
2004-08-01,C01,200,250110,221500
2004-09-01,C01,164,251821,227750
2004-10-01,C01,150,275145,239000
2004-11-01,C01,176,262566,230000
2004-12-01,C01,122,283114,239450
2005-01-01,C01,88,252444,230000
2005-02-01,C01,145,262970,227300
2005-03-01,C01,189,268978,249000
2005-04-01,C01,212,283613,237125
2005-05-01,C01,231,292409,247500
2005-06-01,C01,240,281986,235000
2005-07-01,C01,188,288389,240000
2005-08-01,C01,221,277803,238000
2005-09-01,C01,214,274172,243250
2005-10-01,C01,187,284382,244818
2005-11-01,C01,191,268016,249000
2005-12-01,C01,131,311917,247000
2006-01-01,C01,146,312752,259250
2006-02-01,C01,209,300185,250000
2006-03-01,C01,255,303877,255000
2006-04-01,C01,208,284824,265000
2006-05-01,C01,258,297052,265000
2006-06-01,C01,266,289079,255000
2006-07-01,C01,249,289712,255000
2006-08-01,C01,225,294688,256500
2006-09-01,C01,197,286834,258000
2006-10-01,C01,228,295857,266500
2006-11-01,C01,192,300466,260000
2006-12-01,C01,146,288153,253500
2007-01-01,C01,164,301379,262250
2007-02-01,C01,239,315788,268000
2007-03-01,C01,269,308511,276500
2007-04-01,C01,275,314560,276900
2007-05-01,C01,346,326175,282900
2007-06-01,C01,336,315207,281000
2007-07-01,C01,316,321772,286950
2007-08-01,C01,297,329410,291000
2007-09-01,C01,247,329649,291000
2007-10-01,C01,287,334127,301500
2007-11-01,C01,283,355165,307500
2007-12-01,C01,180,369687,300200
2008-01-01,C01,194,354331,310500
2008-02-01,C01,192,346396,302750
2008-03-01,C01,239,349201,325000
2008-04-01,C01,271,346991,312000
2008-05-01,C01,302,372648,319950
2008-06-01,C01,276,360010,307570
2008-07-01,C01,294,350976,310000
2008-08-01,C01,258,341668,308000
2008-09-01,C01,233,339625,305000
2008-10-01,C01,184,346344,305000
2008-11-01,C01,110,317174,299000
2008-12-01,C01,91,332794,296000
2009-01-01,C01,82,320532,298750
2009-02-01,C01,133,316846,293000
2009-03-01,C01,209,338587,295000
2009-04-01,C01,290,329278,300000
2009-05-01,C01,325,326860,303888
2009-06-01,C01,400,340895,307500
2009-07-01,C01,413,333302,315000
2009-08-01,C01,319,357532,325000
2009-09-01,C01,326,380308,340000
2009-10-01,C01,305,398788,340500
2009-11-01,C01,274,391937,345750
2009-12-01,C01,231,392168,352700
2010-01-01,C01,182,397402,351000
2010-02-01,C01,304,394550,356000
2010-03-01,C01,378,375948,340000
2010-04-01,C01,394,380936,347250
2010-05-01,C01,353,391863,355000
2010-06-01,C01,349,378489,340000
2010-07-01,C01,254,381045,345000
2010-08-01,C01,285,350583,335000
2010-09-01,C01,252,363344,337750
2010-10-01,C01,261,379674,335000
2010-11-01,C01,329,387347,346000
2010-12-01,C01,242,389366,339750
2011-01-01,C01,199,377484,328000
2011-02-01,C01,327,405743,373000
2011-03-01,C01,448,400598,362800
2011-04-01,C01,347,404259,375000
2011-05-01,C01,393,410301,358200
2011-06-01,C01,464,409610,364745
2011-07-01,C01,365,411862,369900
2011-08-01,C01,371,422135,365000
2011-09-01,C01,356,415209,361900
2011-10-01,C01,343,418344,376000
2011-11-01,C01,355,415901,371000
2011-12-01,C01,203,409572,367700
2012-01-01,C01,167,409874,362500
2012-02-01,C01,310,426741,374500
2012-03-01,C01,351,416943,370000
2012-04-01,C01,363,425604,380000
2012-05-01,C01,383,430489,375000
2012-06-01,C01,330,411803,377000
2012-07-01,C01,294,408576,374500
2012-08-01,C01,249,387532,360000
2012-09-01,C01,229,418428,369000
2012-10-01,C01,246,412209,375500
2012-11-01,C01,211,432578,375000
2012-12-01,C01,141,429829,370000
2013-01-01,C01,159,403082,368000
2013-02-01,C01,213,421310,378800
2013-03-01,C01,305,436900,384000
2013-04-01,C01,360,421313,376750
2013-05-01,C01,334,431293,374000
2013-06-01,C01,308,417955,373000
2013-07-01,C01,298,414030,375000
2013-08-01,C01,300,444047,387000
2013-09-01,C01,286,430976,383000
2013-10-01,C01,300,437855,387750
2013-11-01,C01,235,457352,392500
2013-12-01,C01,190,437073,380000
2014-01-01,C01,172,448697,375500
2014-02-01,C01,234,438276,385100
2014-03-01,C01,294,444992,389500
2014-04-01,C01,338,435380,393500
2014-05-01,C01,395,438121,383000
2014-06-01,C01,356,439650,388500
2014-07-01,C01,369,445484,396000
2014-08-01,C01,339,441568,381000
2014-09-01,C01,374,440375,381500
2014-10-01,C01,334,444266,386400
2014-11-01,C01,301,438842,390000
2014-12-01,C01,217,455509,379999
2015-01-01,C01,192,429569,371500
2015-02-01,C01,264,427275,389500
2015-03-01,C01,356,436723,387000
2015-04-01,C01,443,464765,396500
2015-05-01,C01,427,478208,395000
2015-06-01,C01,474,471288,402250
2015-07-01,C01,484,459729,405000
2015-08-01,C01,402,460902,405000
2015-09-01,C01,385,463326,405000
2015-10-01,C01,398,477879,403750
2015-11-01,C01,330,465201,400000
2015-12-01,C01,257,453450,400000
2016-01-01,C01,248,467564,398000
2016-02-01,C01,389,475106,427000
2016-03-01,C01,497,471359,410000
2016-04-01,C01,572,487778,420000
2016-05-01,C01,616,493546,425000
2016-06-01,C01,681,486068,422500
2016-07-01,C01,577,476344,430000
2016-08-01,C01,598,502071,432950
2016-09-01,C01,488,530452,452000
2016-10-01,C01,500,513764,448944
2016-11-01,C01,467,537263,455500
2016-12-01,C01,316,537070,485000
2017-01-01,C01,302,531026,460400
2017-02-01,C01,423,598303,485000
2017-03-01,C01,627,623618,542000
2017-04-01,C01,599,640113,571500
2017-05-01,C01,571,630550,543000
2017-06-01,C01,461,607202,535000
2017-07-01,C01,397,585310,525000
2017-08-01,C01,414,624480,530000
2017-09-01,C01,377,633660,545000
2017-10-01,C01,396,632815,552250
2017-11-01,C01,440,615177,542500
2017-12-01,C01,265,647303,566000
2018-01-01,C01,254,617266,550000
2018-02-01,C01,297,652105,585000
2018-03-01,C01,424,687700,585500
2018-04-01,C01,423,671047,592000
2018-05-01,C01,477,704105,615000
2018-06-01,C01,442,682667,600500
2018-07-01,C01,384,678998,598000
2018-08-01,C01,365,681601,610000
2018-09-01,C01,339,691600,610000
2018-10-01,C01,394,709451,615000
2018-11-01,C01,343,695814,609000
2018-12-01,C01,207,730564,638000
2019-01-01,C01,183,664279,598888
2019-02-01,C01,252,701829,640500
2019-03-01,C01,322,701758,619950
2019-04-01,C01,384,715577,639000
2019-05-01,C01,434,744482,650500
2019-06-01,C01,359,712649,650000
2019-07-01,C01,407,692592,641000
2019-08-01,C01,339,715921,650000
2019-09-01,C01,314,738589,661000
2019-10-01,C01,404,772158,683750
