Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,E07,28,131550,127250
2000-02-01,E07,39,138750,137300
2000-04-01,E07,27,142973,139500
2000-05-01,E07,33,142424,142000
2000-06-01,E07,36,147024,148000
2000-08-01,E07,48,146150,147750
2000-09-01,E07,46,138843,139300
2000-10-01,E07,28,150698,152500
2000-11-01,E07,30,147740,149900
2000-12-01,E07,15,148813,152000
2001-01-01,E07,16,159788,157750
2001-02-01,E07,24,157669,154800
2001-03-01,E07,36,155511,153500
2001-04-01,E07,43,151311,151000
2001-05-01,E07,48,148689,147750
2001-06-01,E07,49,156945,156000
2001-07-01,E07,41,161554,160000
2001-08-01,E07,44,159640,159000
2001-09-01,E07,39,162221,161000
2001-10-01,E07,37,152683,149500
2001-11-01,E07,39,162330,163500
2001-12-01,E07,29,160791,162500
2002-01-01,E07,37,161121,162800
2002-02-01,E07,42,164652,167000
2002-03-01,E07,43,163209,164500
2002-04-01,E07,52,172922,169000
2002-05-01,E07,55,173369,173000
2002-06-01,E07,34,168400,172000
2002-07-01,E07,28,173368,168500
2002-08-01,E07,34,176112,173750
2002-09-01,E07,30,169647,165900
2002-10-01,E07,41,167641,163800
2002-11-01,E07,41,169078,171500
2002-12-01,E07,27,168959,173888
2003-01-01,E07,28,167910,164000
2003-02-01,E07,35,170889,177000
2003-03-01,E07,34,173810,170250
2003-04-01,E07,42,169650,167000
2003-05-01,E07,36,170153,168950
2003-06-01,E07,43,178902,176000
2003-07-01,E07,46,172104,174900
2003-08-01,E07,32,169489,166375
2003-09-01,E07,44,173973,176500
2003-10-01,E07,44,176957,176750
2003-11-01,E07,30,168233,172500
2003-12-01,E07,38,171355,170500
2004-01-01,E07,23,171583,172800
2004-02-01,E07,31,178303,177000
2004-03-01,E07,39,179572,179000
2004-04-01,E07,40,169143,172000
2004-05-01,E07,46,172733,170000
2004-06-01,E07,41,173846,176500
2004-07-01,E07,34,171749,171250
2004-08-01,E07,44,166830,165000
2004-09-01,E07,32,172205,172900
2004-10-01,E07,27,172674,172000
2004-11-01,E07,29,167431,168000
2004-12-01,E07,24,166038,164500
2005-01-01,E07,19,161584,168300
2005-02-01,E07,24,171150,165250
2005-03-01,E07,44,171865,169000
2005-04-01,E07,46,169536,169000
2005-05-01,E07,40,169629,170000
2005-06-01,E07,47,169640,168000
2005-07-01,E07,36,175967,175000
2005-08-01,E07,36,175425,175000
2005-09-01,E07,34,166616,168500
2005-10-01,E07,35,176533,172000
2005-11-01,E07,41,175316,176800
2005-12-01,E07,19,172674,170000
2006-01-01,E07,13,171104,168000
2006-02-01,E07,25,172296,169600
2006-03-01,E07,32,177547,175900
2006-04-01,E07,35,174784,171000
2006-05-01,E07,29,173651,173500
2006-06-01,E07,32,176682,177250
2006-07-01,E07,38,172511,170500
2006-08-01,E07,29,176089,173000
2006-09-01,E07,30,174720,176500
2006-10-01,E07,32,173680,170400
2006-11-01,E07,29,170459,170000
2006-12-01,E07,13,177554,177000
2007-01-01,E07,19,176689,180000
2007-02-01,E07,26,173646,175500
2007-03-01,E07,30,165982,165750
2007-04-01,E07,40,179068,177250
2007-05-01,E07,37,176823,178000
2007-06-01,E07,55,176783,176000
2007-07-01,E07,51,176818,182000
2007-08-01,E07,35,175820,178000
2007-09-01,E07,26,184112,174500
2007-10-01,E07,35,172991,170000
2007-11-01,E07,29,181319,188000
2007-12-01,E07,22,178141,179400
2008-01-01,E07,25,179492,183800
2008-02-01,E07,29,177934,177000
2008-03-01,E07,32,177484,180000
2008-04-01,E07,46,185352,183000
2008-05-01,E07,44,182878,184750
2008-06-01,E07,42,179463,173000
2008-07-01,E07,43,182214,182000
2008-08-01,E07,37,187035,185000
2008-09-01,E07,27,187851,185000
2008-10-01,E07,26,174929,176500
2008-11-01,E07,15,181207,181500
