Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W07,2,181500,181500
2000-02-01,W07,1,179000,179000
2000-04-01,W07,4,177500,182500
2000-05-01,W07,1,127000,127000
2000-06-01,W07,2,160500,160500
2000-08-01,W07,6,183833,153000
2000-09-01,W07,1,129600,129600
2000-10-01,W07,4,141500,132000
2000-11-01,W07,2,242000,242000
2000-12-01,W07,3,131167,136000
2001-01-01,W07,1,179500,179500
2001-02-01,W07,7,150400,136000
2001-03-01,W07,4,182500,174500
2001-04-01,W07,2,162250,162250
2001-05-01,W07,5,200800,183000
2001-06-01,W07,4,145100,150200
2001-07-01,W07,1,200000,200000
2001-08-01,W07,5,163800,174000
2001-09-01,W07,2,176500,176500
2001-10-01,W07,2,185000,185000
2001-11-01,W07,3,186833,185000
2001-12-01,W07,7,181357,177000
2002-01-01,W07,5,186080,198900
2002-02-01,W07,1,169000,169000
2002-03-01,W07,3,260500,139000
2002-04-01,W07,5,191900,200000
2002-05-01,W07,8,235969,212500
2002-06-01,W07,2,145950,145950
2002-07-01,W07,1,208000,208000
2002-08-01,W07,4,236000,211000
2002-09-01,W07,2,316500,316500
2002-10-01,W07,4,299250,238500
2002-11-01,W07,5,212080,198000
2002-12-01,W07,3,164667,194000
2003-01-01,W07,3,217167,225000
2003-02-01,W07,1,259000,259000
2003-03-01,W07,3,199500,216500
2003-04-01,W07,4,285750,316500
2003-05-01,W07,7,238407,207500
2003-06-01,W07,3,180667,166000
2003-07-01,W07,4,205875,177750
2003-08-01,W07,2,191500,191500
2003-09-01,W07,5,180500,175000
2003-10-01,W07,2,188000,188000
2003-11-01,W07,1,207100,207100
2003-12-01,W07,2,177500,177500
2004-01-01,W07,3,308933,279000
2004-02-01,W07,5,206900,212000
2004-03-01,W07,16,213638,216900
2004-04-01,W07,6,276083,218000
2004-05-01,W07,10,189490,185000
2004-06-01,W07,7,233943,190000
2004-07-01,W07,7,220214,192000
2004-08-01,W07,7,207286,198000
2004-09-01,W07,15,233401,219000
2004-10-01,W07,10,266732,233250
2004-11-01,W07,5,189880,182000
2004-12-01,W07,4,230625,222000
2005-01-01,W07,7,200243,193000
2005-02-01,W07,10,220900,204000
2005-03-01,W07,3,212833,217000
2005-04-01,W07,10,295760,268250
2005-05-01,W07,10,207650,192000
2005-06-01,W07,10,274550,246500
2005-07-01,W07,7,255343,257900
2005-08-01,W07,13,195154,182000
2005-09-01,W07,9,271556,244000
2005-10-01,W07,11,263800,257000
2005-11-01,W07,12,224000,235000
2005-12-01,W07,4,277100,247500
2006-01-01,W07,9,287444,275000
2006-02-01,W07,12,239725,226000
2006-03-01,W07,14,254000,250000
2006-04-01,W07,19,236868,226000
2006-05-01,W07,22,298895,232750
2006-06-01,W07,16,228938,210500
2006-07-01,W07,3,268533,295000
2006-08-01,W07,11,310273,281000
2006-09-01,W07,5,222600,222500
2006-10-01,W07,13,265154,240000
2006-11-01,W07,6,220182,214000
