Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C14,29,203876,200000
2000-02-01,C14,29,214822,218800
2000-04-01,C14,47,210809,201000
2000-05-01,C14,48,209881,209500
2000-06-01,C14,32,194991,191000
2000-08-01,C14,40,201896,200912
2000-09-01,C14,41,208451,213500
2000-10-01,C14,32,207361,203000
2000-11-01,C14,39,224183,213000
2000-12-01,C14,22,227082,226500
2001-01-01,C14,39,218062,212000
2001-02-01,C14,38,227379,222500
2001-03-01,C14,46,228917,227900
2001-04-01,C14,58,233457,229500
2001-05-01,C14,64,217789,205000
2001-06-01,C14,71,215673,206000
2001-07-01,C14,64,230245,215000
2001-08-01,C14,82,231040,221500
2001-09-01,C14,61,227761,215000
2001-10-01,C14,60,228740,221500
2001-11-01,C14,56,224361,215250
2001-12-01,C14,35,203626,206500
2002-01-01,C14,42,229457,228000
2002-02-01,C14,64,232940,217500
2002-03-01,C14,78,244410,231400
2002-04-01,C14,68,233510,228500
2002-05-01,C14,87,238937,237000
2002-06-01,C14,55,235191,230000
2002-07-01,C14,43,225865,229000
2002-08-01,C14,62,242447,233000
2002-09-01,C14,65,251938,230000
2002-10-01,C14,91,236722,225000
2002-11-01,C14,61,245070,232000
2002-12-01,C14,67,226668,223000
2003-01-01,C14,57,247816,230000
2003-02-01,C14,71,249040,241500
2003-03-01,C14,72,229181,210750
2003-04-01,C14,93,237615,217000
2003-05-01,C14,82,242372,218250
2003-06-01,C14,78,243387,226000
2003-07-01,C14,86,223785,213500
2003-08-01,C14,110,238212,218750
2003-09-01,C14,90,221750,207000
2003-10-01,C14,80,232370,228000
2003-11-01,C14,91,229993,215000
2003-12-01,C14,61,234111,222000
2004-01-01,C14,69,226361,217000
2004-02-01,C14,77,224030,222000
2004-03-01,C14,123,224552,216000
2004-04-01,C14,131,245881,223500
2004-05-01,C14,110,245533,230000
2004-06-01,C14,129,243227,232000
2004-07-01,C14,118,241828,226250
2004-08-01,C14,123,231146,224000
2004-09-01,C14,110,228477,215500
2004-10-01,C14,93,235608,223000
2004-11-01,C14,107,245033,232000
2004-12-01,C14,88,230341,216400
2005-01-01,C14,77,248460,228000
2005-02-01,C14,102,235714,220300
2005-03-01,C14,124,238368,220250
2005-04-01,C14,147,232943,224500
2005-05-01,C14,140,237847,221000
2005-06-01,C14,140,237661,233750
2005-07-01,C14,141,232303,228000
2005-08-01,C14,152,255375,240500
2005-09-01,C14,159,253652,235000
2005-10-01,C14,118,254409,237500
2005-11-01,C14,127,247591,230000
2005-12-01,C14,88,246200,229750
2006-01-01,C14,78,258651,238000
2006-02-01,C14,125,263246,244000
2006-03-01,C14,130,247411,235500
2006-04-01,C14,121,242612,229000
2006-05-01,C14,155,261611,246000
2006-06-01,C14,135,258270,243000
2006-07-01,C14,139,263285,245000
2006-08-01,C14,166,250111,238100
2006-09-01,C14,137,261784,243500
2006-10-01,C14,132,247393,236500
2006-11-01,C14,124,251193,241000
2006-12-01,C14,81,256940,239900
2007-01-01,C14,95,244360,236000
2007-02-01,C14,98,260981,248550
2007-03-01,C14,155,261650,245000
2007-04-01,C14,161,282440,255000
2007-05-01,C14,185,271642,260000
2007-06-01,C14,161,289934,273000
2007-07-01,C14,189,272889,261000
2007-08-01,C14,159,276799,265000
2007-09-01,C14,118,287959,279450
2007-10-01,C14,148,269331,259250
2007-11-01,C14,134,296897,267750
2007-12-01,C14,104,307516,299750
2008-01-01,C14,90,289287,281250
2008-02-01,C14,100,293662,271250
2008-03-01,C14,108,301034,289900
2008-04-01,C14,130,305598,291550
2008-05-01,C14,161,299555,286000
