Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C03,1,289000,289000
2000-02-01,C03,6,358667,341000
2000-04-01,C03,5,338200,327000
2000-05-01,C03,11,384500,318500
2000-06-01,C03,6,304000,320000
2000-08-01,C03,8,262625,276250
2000-09-01,C03,0,0,0
2000-10-01,C03,5,370600,390000
2000-11-01,C03,2,291568,291568
2000-12-01,C03,3,348667,325000
2001-01-01,C03,1,435718,435718
2001-02-01,C03,3,304833,300000
2001-03-01,C03,5,443000,396000
2001-04-01,C03,4,603750,612500
2001-05-01,C03,5,388400,398000
2001-06-01,C03,5,385400,328000
2001-07-01,C03,2,279000,279000
2001-08-01,C03,5,383980,360000
2001-09-01,C03,2,217750,217750
2001-10-01,C03,3,334333,355000
2001-11-01,C03,0,0,0
2001-12-01,C03,3,343833,333500
2002-01-01,C03,6,380833,330000
2002-02-01,C03,4,271000,263000
2002-03-01,C03,4,452500,475000
2002-04-01,C03,5,397200,380000
2002-05-01,C03,4,395000,407500
2002-06-01,C03,6,379500,370000
2002-07-01,C03,5,250900,240000
2002-08-01,C03,5,409520,440000
2002-09-01,C03,4,308125,288750
2002-10-01,C03,5,480100,482500
2002-11-01,C03,2,306590,306590
2002-12-01,C03,3,419667,550000
2003-01-01,C03,5,443996,455000
2003-02-01,C03,10,450290,430000
2003-03-01,C03,3,877000,1850000
2003-04-01,C03,4,432500,385000
2003-05-01,C03,6,611000,512000
2003-06-01,C03,9,402378,370000
2003-07-01,C03,4,263000,272500
2003-08-01,C03,5,302400,262000
2003-09-01,C03,4,494250,506000
2003-10-01,C03,4,346250,355000
2003-11-01,C03,5,408600,339000
2003-12-01,C03,3,736667,515000
2004-01-01,C03,5,342600,350000
2004-02-01,C03,7,374143,387000
2004-03-01,C03,11,327364,299000
2004-04-01,C03,19,342237,330000
2004-05-01,C03,17,378185,400000
2004-06-01,C03,16,415063,344500
2004-07-01,C03,13,515615,410000
2004-08-01,C03,9,477789,314000
2004-09-01,C03,4,424000,397500
2004-10-01,C03,5,493700,420000
2004-11-01,C03,10,362131,319950
2004-12-01,C03,8,349938,327500
2005-01-01,C03,7,551700,525000
2005-02-01,C03,6,600500,522500
2005-03-01,C03,11,411591,375000
2005-04-01,C03,8,335563,315500
2005-05-01,C03,7,489900,430000
2005-06-01,C03,9,496111,519000
2005-07-01,C03,8,390500,359000
2005-08-01,C03,9,577072,572500
2005-09-01,C03,5,502000,317000
2005-10-01,C03,11,463773,465000
2005-11-01,C03,5,529200,450000
2005-12-01,C03,3,367333,375000
2006-01-01,C03,3,422000,375000
2006-02-01,C03,4,710750,720000
2006-03-01,C03,9,653478,550000
2006-04-01,C03,11,472464,387500
2006-05-01,C03,10,507400,467000
2006-06-01,C03,14,494321,425500
2006-07-01,C03,6,457083,495500
2006-08-01,C03,10,489050,496000
2006-09-01,C03,7,617509,621000
2006-10-01,C03,11,451674,457500
2006-11-01,C03,6,430683,409500
2006-12-01,C03,11,394614,312000
2007-01-01,C03,10,615720,513450
2007-02-01,C03,11,638482,428000
2007-03-01,C03,4,339063,347000
2007-04-01,C03,8,427938,383750
2007-05-01,C03,8,453313,447250
2007-06-01,C03,5,452680,389000
2007-07-01,C03,6,596500,375050
2007-08-01,C03,5,450200,375000
2007-09-01,C03,18,567039,445250
2007-10-01,C03,10,761640,575000
2007-11-01,C03,15,774396,530000
2007-12-01,C03,8,666550,558000
2008-01-01,C03,8,466625,420000
2008-02-01,C03,13,467300,395000
2008-03-01,C03,9,534889,485000
2008-04-01,C03,9,577806,585000
2008-05-01,C03,17,593799,499000
2008-06-01,C03,10,552700,435000
2008-07-01,C03,5,500400,418000
2008-08-01,C03,4,412250,362000
2008-09-01,C03,2,510000,510000
2008-10-01,C03,5,673700,416000
2008-11-01,C03,5,413500,425000
2008-12-01,C03,3,348333,385000
2009-01-01,C03,3,671833,778000
2009-02-01,C03,6,442000,442500
2009-03-01,C03,7,484571,455000
2009-04-01,C03,14,420036,380000
2009-05-01,C03,7,468414,389900
2009-06-01,C03,14,690536,535250
2009-07-01,C03,16,546688,475000
2009-08-01,C03,5,521160,500000
2009-09-01,C03,6,445750,352500
2009-10-01,C03,17,559729,555000
2009-11-01,C03,11,528126,445000
2009-12-01,C03,7,594643,470000
2010-01-01,C03,3,941000,535000
2010-02-01,C03,8,623000,547500
2010-03-01,C03,17,496853,450000
2010-04-01,C03,12,634050,602500
2010-05-01,C03,11,551273,480000
2010-06-01,C03,8,542125,453500
2010-07-01,C03,8,476063,406250
2010-08-01,C03,8,502175,412500
2010-09-01,C03,7,450929,442000
2010-10-01,C03,10,520500,533000
2010-11-01,C03,9,771278,700000
2010-12-01,C03,7,471500,460000
2011-01-01,C03,3,815000,520000
2011-02-01,C03,10,483040,448000
2011-03-01,C03,11,626955,730000
2011-04-01,C03,13,636012,589000
2011-05-01,C03,14,507714,473500
2011-06-01,C03,9,515111,470000
2011-07-01,C03,13,540877,499900
2011-08-01,C03,23,613178,475000
2011-09-01,C03,6,463750,417500
