Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W04,12,99792,102750
2000-02-01,W04,17,103888,103000
2000-04-01,W04,23,111404,115000
2000-05-01,W04,20,110645,111950
2000-06-01,W04,20,130245,127500
2000-08-01,W04,17,119788,122500
2000-09-01,W04,12,123917,141000
2000-10-01,W04,25,116774,125000
2000-11-01,W04,19,119711,117000
2000-12-01,W04,13,112731,120000
2001-01-01,W04,17,111253,116500
2001-02-01,W04,13,125900,123000
2001-03-01,W04,22,124855,127000
2001-04-01,W04,13,108154,108500
2001-05-01,W04,22,124377,121000
2001-06-01,W04,26,122427,119100
2001-07-01,W04,19,132937,144000
2001-08-01,W04,28,116886,122000
2001-09-01,W04,21,121348,124000
2001-10-01,W04,12,130442,135750
2001-11-01,W04,13,122431,127200
2001-12-01,W04,23,118861,127000
2002-01-01,W04,20,132680,142000
2002-02-01,W04,32,136438,139500
2002-03-01,W04,27,134389,135000
2002-04-01,W04,15,121023,133000
2002-05-01,W04,20,136738,142750
2002-06-01,W04,27,133030,134900
2002-07-01,W04,10,130650,132000
2002-08-01,W04,16,142219,140000
2002-09-01,W04,13,126508,134000
2002-10-01,W04,26,128054,129250
2002-11-01,W04,25,142646,148000
2002-12-01,W04,14,129043,127750
2003-01-01,W04,12,131667,134000
2003-02-01,W04,18,136986,136000
2003-03-01,W04,24,150692,152800
2003-04-01,W04,13,145231,146000
2003-05-01,W04,16,139938,144000
2003-06-01,W04,26,134838,139250
2003-07-01,W04,19,141947,146000
2003-08-01,W04,22,146977,140750
2003-09-01,W04,19,141179,140000
2003-10-01,W04,19,136121,139000
2003-11-01,W04,16,147125,154000
2003-12-01,W04,15,136787,132300
2004-01-01,W04,14,150279,148750
2004-02-01,W04,20,142100,143500
2004-03-01,W04,21,148655,154000
2004-04-01,W04,34,142274,143500
2004-05-01,W04,15,135933,141500
2004-06-01,W04,30,145630,150250
2004-07-01,W04,17,127665,128500
2004-08-01,W04,20,135150,138450
2004-09-01,W04,24,130369,129600
2004-10-01,W04,17,149724,145000
2004-11-01,W04,21,136090,138000
2004-12-01,W04,17,149758,143000
2005-01-01,W04,20,142560,146500
2005-02-01,W04,10,163405,162450
2005-03-01,W04,13,142308,141000
2005-04-01,W04,16,139563,137500
