Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,E04,8,119767,125500
2000-02-01,E04,18,110256,116000
2000-04-01,E04,18,119456,121100
2000-05-01,E04,27,117796,119000
2000-06-01,E04,25,114520,116500
2000-08-01,E04,29,126328,134000
2000-09-01,E04,19,110871,113000
2000-10-01,E04,25,122016,123000
2000-11-01,E04,27,127418,131500
2000-12-01,E04,12,126638,120625
2001-01-01,E04,23,124935,123000
2001-02-01,E04,21,127281,128000
2001-03-01,E04,24,132371,132000
2001-04-01,E04,20,131008,123250
2001-05-01,E04,39,136817,140000
2001-06-01,E04,36,132949,128000
2001-07-01,E04,26,122654,126000
2001-08-01,E04,34,140082,139500
2001-09-01,E04,25,136554,143500
2001-10-01,E04,26,135227,133750
2001-11-01,E04,20,145920,144000
2001-12-01,E04,18,134033,132500
2002-01-01,E04,27,136726,142500
2002-02-01,E04,26,138154,139000
2002-03-01,E04,47,144409,142000
2002-04-01,E04,38,150900,152100
2002-05-01,E04,29,142133,145000
2002-06-01,E04,28,140411,145000
2002-07-01,E04,24,143325,148250
2002-08-01,E04,28,146886,149250
2002-09-01,E04,19,155705,160000
2002-10-01,E04,34,145543,148000
2002-11-01,E04,25,145452,150500
2002-12-01,E04,15,147713,155000
2003-01-01,E04,16,154906,157000
2003-02-01,E04,14,152750,156250
2003-03-01,E04,22,156145,156000
2003-04-01,E04,20,152240,153250
2003-05-01,E04,28,154589,159000
2003-06-01,E04,24,149788,153750
2003-07-01,E04,41,151206,153000
2003-08-01,E04,25,155058,150000
2003-09-01,E04,32,148636,141500
2003-10-01,E04,30,148585,147750
2003-11-01,E04,21,152462,148500
2003-12-01,E04,24,143929,145000
2004-01-01,E04,18,148911,147500
2004-02-01,E04,29,154624,159000
2004-03-01,E04,50,154370,148000
2004-04-01,E04,29,153429,147500
2004-05-01,E04,32,152753,159000
2004-06-01,E04,20,150374,150500
2004-07-01,E04,41,149671,145000
2004-08-01,E04,27,161168,163500
2004-09-01,E04,16,151338,151250
2004-10-01,E04,20,154845,157500
2004-11-01,E04,30,145963,147750
2004-12-01,E04,8,171750,165750
2005-01-01,E04,19,164167,162000
2005-02-01,E04,19,155974,162500
2005-03-01,E04,25,152140,160000
2005-04-01,E04,21,151462,158000
2005-05-01,E04,36,153681,154500
2005-06-01,E04,33,148804,145500
2005-07-01,E04,24,158669,158000
2005-08-01,E04,24,142867,139000
2005-09-01,E04,29,152966,147000
2005-10-01,E04,21,156890,160000
2005-11-01,E04,24,153335,159000
2005-12-01,E04,23,162957,155000
2006-01-01,E04,11,141164,148000
2006-02-01,E04,16,154413,155850
2006-03-01,E04,38,161539,159000
2006-04-01,E04,37,156566,158000
2006-05-01,E04,43,166885,169900
2006-06-01,E04,41,164663,161500
2006-07-01,E04,24,151250,142250
2006-08-01,E04,29,144859,133000
2006-09-01,E04,20,173893,164500
2006-10-01,E04,29,156047,148000
2006-11-01,E04,24,154319,148500
2006-12-01,E04,15,143933,154000
2007-01-01,E04,21,159590,162000
2007-02-01,E04,27,162735,160500
2007-03-01,E04,30,157300,157000
2007-04-01,E04,25,164278,171000
2007-05-01,E04,29,160697,159900
2007-06-01,E04,31,159142,162900
2007-07-01,E04,33,167805,167000
2007-08-01,E04,36,169567,165250
2007-09-01,E04,18,181564,176250
2007-10-01,E04,17,158753,162500
2007-11-01,E04,34,163532,166000
2007-12-01,E04,10,173140,177000
2008-01-01,E04,27,163633,169000
2008-02-01,E04,21,175543,178000
2008-03-01,E04,22,169391,176000
2008-04-01,E04,27,172233,169000
2008-05-01,E04,28,165227,171500
2008-06-01,E04,31,173713,175600
2008-07-01,E04,27,171924,177500
2008-08-01,E04,23,179652,173000
2008-09-01,E04,22,171932,171250
2008-10-01,E04,16,148213,136950
2008-11-01,E04,11,144045,120000
2008-12-01,E04,11,177455,176000
2009-01-01,E04,9,150944,155000
2009-02-01,E04,10,150690,147000
2009-03-01,E04,15,135773,139000
2009-04-01,E04,34,147306,143950
2009-05-01,E04,34,163695,165908
2009-06-01,E04,29,151041,153000
2009-07-01,E04,39,171992,169500
2009-08-01,E04,23,182136,181751
2009-09-01,E04,31,185919,183000
2009-10-01,E04,30,157591,141500
2009-11-01,E04,24,175267,154000
2009-12-01,E04,32,186267,175375
2010-01-01,E04,19,189211,207000
2010-02-01,E04,36,185801,183000
2010-03-01,E04,35,191026,190000
2010-04-01,E04,23,187395,201000
2010-05-01,E04,21,163085,122500
2010-06-01,E04,34,182935,190000
2010-07-01,E04,20,180545,183500
2010-08-01,E04,28,174671,178000
2010-09-01,E04,17,174424,180500
2010-10-01,E04,27,155704,128000
2010-11-01,E04,24,173591,183894
2010-12-01,E04,17,146871,133000
2011-01-01,E04,18,183044,180950
2011-02-01,E04,20,162686,168500
2011-03-01,E04,21,202322,215000
2011-04-01,E04,31,177589,160000
2011-05-01,E04,23,214622,213500
2011-06-01,E04,25,192760,165000
2011-07-01,E04,32,200465,203500
2011-08-01,E04,18,192111,202500
2011-09-01,E04,27,179989,152000
2011-10-01,E04,27,196019,190000
2011-11-01,E04,25,183446,177000
2011-12-01,E04,20,176830,150750
2012-01-01,E04,19,170389,162000
2012-02-01,E04,24,192400,179500
2012-03-01,E04,34,173853,159750
2012-04-01,E04,38,196813,207250
2012-05-01,E04,39,200000,203000
2012-06-01,E04,24,162423,138875
2012-07-01,E04,36,192150,182000
2012-08-01,E04,32,195768,195000
2012-09-01,E04,21,172095,162500
2012-10-01,E04,29,168286,150000
2012-11-01,E04,24,215603,206500
2012-12-01,E04,20,186395,154250
2013-01-01,E04,14,162522,138893
2013-02-01,E04,21,173067,155000
2013-03-01,E04,32,179916,166500
2013-04-01,E04,34,197667,186500
2013-05-01,E04,37,182288,184500
2013-06-01,E04,32,183918,165500
2013-07-01,E04,34,202079,192500
2013-08-01,E04,40,191045,173000
2013-09-01,E04,42,175707,166250
2013-10-01,E04,29,199707,198000
2013-11-01,E04,28,197418,196000
2013-12-01,E04,13,197962,200000
2014-01-01,E04,11,179164,167000
2014-02-01,E04,22,223132,207000
2014-03-01,E04,31,215677,209000
2014-04-01,E04,37,208072,215000
2014-05-01,E04,28,187500,174000
2014-06-01,E04,35,194283,172000
2014-07-01,E04,36,201840,190500
2014-08-01,E04,33,214451,213000
2014-09-01,E04,30,194836,189500
2014-10-01,E04,32,213856,217450
2014-11-01,E04,20,196140,194000
2014-12-01,E04,20,191385,203500
2015-01-01,E04,18,179989,165200
2015-02-01,E04,32,208003,208000
2015-03-01,E04,32,210588,201500
2015-04-01,E04,28,183511,163250
2015-05-01,E04,35,215460,225000
2015-06-01,E04,28,226750,230000
2015-07-01,E04,30,216440,223750
2015-08-01,E04,24,219454,216950
2015-09-01,E04,31,217035,215000
2015-10-01,E04,38,222209,197000
2015-11-01,E04,29,213959,205000
2015-12-01,E04,24,210033,202500
2016-01-01,E04,23,235278,232000
2016-02-01,E04,20,221725,212000
2016-03-01,E04,37,217045,237500
2016-04-01,E04,33,258173,253000
2016-05-01,E04,29,244283,256000
2016-06-01,E04,42,242340,250000
2016-07-01,E04,20,235815,227500
2016-08-01,E04,27,243059,235000
2016-09-01,E04,26,255919,272000
2016-10-01,E04,31,290521,298000
2016-11-01,E04,15,247433,254000
2016-12-01,E04,24,260054,278250
2017-01-01,E04,16,268344,276500
2017-02-01,E04,18,325155,329000
2017-03-01,E04,35,325751,325000
2017-04-01,E04,38,371223,385000
2017-05-01,E04,32,340363,355000
2017-06-01,E04,43,323414,328000
2017-07-01,E04,33,323417,330000
2017-08-01,E04,23,332474,325000
2017-09-01,E04,18,336694,338500
2017-10-01,E04,19,326336,343500
2017-11-01,E04,32,324316,320000
2017-12-01,E04,40,340447,334000
2018-01-01,E04,17,331676,320500
2018-02-01,E04,20,347600,346000
2018-03-01,E04,41,356965,352980
2018-04-01,E04,31,354252,362000
2018-05-01,E04,32,364466,381250
2018-06-01,E04,30,353810,354500
2018-07-01,E04,25,358343,355000
2018-08-01,E04,29,362883,370000
2018-09-01,E04,17,350659,350000
2018-10-01,E04,21,346667,336000
2018-11-01,E04,23,379291,380000
2018-12-01,E04,26,367685,364500
2019-01-01,E04,22,378250,368500
2019-02-01,E04,21,403825,400000
2019-03-01,E04,24,425349,425000
2019-04-01,E04,29,403496,401000
2019-05-01,E04,24,397600,382500
2019-06-01,E04,21,387562,379000
2019-07-01,E04,29,402379,405000
2019-08-01,E04,28,403875,391500
2019-09-01,E04,33,406512,405000
2019-10-01,E04,29,404707,390000
2019-11-01,E04,26,429154,423500
2019-12-01,E04,11,442900,415000
2020-01-01,E04,13,430000,425000
2020-02-01,E04,19,447326,442000
2020-03-01,E04,22,457955,471000
2020-04-01,E04,14,418429,396250
2020-05-01,E04,7,448000,450000
2020-06-01,E04,22,466705,457750
2020-07-01,E04,25,433696,441000
2020-08-01,E04,33,463473,460000
2020-09-01,E04,27,463863,445000
2020-10-01,E04,36,442603,430000
2020-11-01,E04,16,451188,417500
2020-12-01,E04,25,455160,468000
