Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,C11,17,136106,133000
2000-02-01,C11,11,120905,133500
2000-04-01,C11,18,148111,126250
2000-05-01,C11,21,116300,106000
2000-06-01,C11,10,129320,125850
2000-08-01,C11,19,130024,116400
2000-09-01,C11,20,133025,116500
2000-10-01,C11,19,120626,110000
2000-11-01,C11,11,119419,113500
2000-12-01,C11,13,120034,105888
2001-01-01,C11,12,128800,117350
2001-02-01,C11,17,133529,125000
2001-03-01,C11,17,119521,102000
2001-04-01,C11,18,139072,123500
2001-05-01,C11,22,140454,122750
2001-06-01,C11,17,140529,127000
2001-07-01,C11,16,128900,117950
2001-08-01,C11,18,116889,110250
2001-09-01,C11,20,132988,123950
2001-10-01,C11,15,152473,164000
2001-11-01,C11,19,133147,129000
2001-12-01,C11,18,143036,126500
2002-01-01,C11,13,144260,128000
2002-02-01,C11,11,181278,180705
2002-03-01,C11,25,150248,143000
2002-04-01,C11,20,143425,135500
2002-05-01,C11,28,152261,136750
2002-06-01,C11,16,152981,143500
2002-07-01,C11,11,144315,145000
2002-08-01,C11,16,160331,138500
2002-09-01,C11,20,123040,114500
2002-10-01,C11,10,157910,167000
2002-11-01,C11,22,147882,143500
2002-12-01,C11,15,156560,129500
2003-01-01,C11,11,168227,175000
2003-02-01,C11,16,154781,146750
2003-03-01,C11,18,171508,135000
2003-04-01,C11,21,163157,145500
2003-05-01,C11,18,161897,142250
2003-06-01,C11,11,167273,150000
2003-07-01,C11,18,161289,175000
2003-08-01,C11,18,150611,137250
2003-09-01,C11,13,152231,149000
2003-10-01,C11,17,162006,146000
2003-11-01,C11,12,143250,137750
2003-12-01,C11,12,166792,154500
2004-01-01,C11,14,165393,147900
2004-02-01,C11,13,149612,140000
2004-03-01,C11,14,163036,150250
2004-04-01,C11,18,161128,139500
2004-05-01,C11,17,153618,145000
2004-06-01,C11,12,147625,139500
2004-07-01,C11,13,158692,145000
2004-08-01,C11,12,170213,149000
2004-09-01,C11,11,168045,160000
2004-10-01,C11,12,170708,160250
2004-11-01,C11,19,179068,170000
2004-12-01,C11,8,157813,139500
2005-01-01,C11,14,164900,163500
2005-02-01,C11,12,210075,185000
2005-03-01,C11,10,167050,178000
2005-04-01,C11,21,176864,169500
2005-05-01,C11,29,184990,182500
2005-06-01,C11,25,180868,184000
2005-07-01,C11,16,165119,130500
2005-08-01,C11,15,205073,178300
2005-09-01,C11,25,177036,175000
2005-10-01,C11,20,171995,146000
2005-11-01,C11,13,168577,157000
2005-12-01,C11,5,170100,200000
2006-01-01,C11,8,153625,143750
2006-02-01,C11,17,172912,180000
2006-03-01,C11,15,163447,153000
2006-04-01,C11,22,177655,184000
2006-05-01,C11,16,223563,206250
2006-06-01,C11,15,165393,151500
2006-07-01,C11,14,192209,146500
2006-08-01,C11,17,227165,211500
2006-09-01,C11,10,203800,194500
2006-10-01,C11,23,183996,179000
2006-11-01,C11,12,182192,150500
2006-12-01,C11,12,204250,205000
2007-01-01,C11,6,219067,199250
2007-02-01,C11,19,140086,121000
2007-03-01,C11,18,212889,213750
2007-04-01,C11,22,189518,174000
2007-05-01,C11,23,179698,154000
2007-06-01,C11,24,178045,190250
2007-07-01,C11,19,167697,132000
2007-08-01,C11,22,165450,188500
2007-09-01,C11,16,187094,171250
2007-10-01,C11,20,183900,184500
2007-11-01,C11,20,197645,204950
2007-12-01,C11,11,236055,250000
2008-01-01,C11,9,137628,128150
2008-02-01,C11,17,177159,162500
2008-03-01,C11,12,215833,225000
2008-04-01,C11,18,210250,205000
2008-05-01,C11,12,184408,155500
2008-06-01,C11,17,181882,194000
2008-07-01,C11,19,190618,205000
2008-08-01,C11,15,182053,173000
2008-09-01,C11,10,198100,218250
2008-10-01,C11,12,167375,126500
2008-11-01,C11,11,172709,163000
2008-12-01,C11,6,192667,174250
2009-01-01,C11,7,166214,150000
2009-02-01,C11,9,202222,190000
2009-03-01,C11,10,155117,136500
2009-04-01,C11,16,178188,167000
2009-05-01,C11,23,197535,180000
2009-06-01,C11,18,180222,191000
2009-07-01,C11,18,179917,169500
2009-08-01,C11,18,169522,160000
2009-09-01,C11,16,172313,139500
2009-10-01,C11,19,211687,196000
2009-11-01,C11,17,192675,195900
2009-12-01,C11,14,194179,218500
2010-01-01,C11,11,181627,189900
2010-02-01,C11,12,232150,236500
2010-03-01,C11,23,175143,163000
2010-04-01,C11,14,195357,218000
2010-05-01,C11,20,181302,149500
2010-06-01,C11,15,166167,145000
2010-07-01,C11,3,250833,255000
2010-08-01,C11,8,178046,139375
2010-09-01,C11,10,162340,147500
2010-10-01,C11,15,205627,200000
2010-11-01,C11,18,181217,150500
2010-12-01,C11,5,201240,179000
2011-01-01,C11,8,181813,205250
2011-02-01,C11,10,232890,154000
2011-03-01,C11,19,157529,143100
2011-04-01,C11,16,215150,211000
2011-05-01,C11,11,222909,190000
2011-06-01,C11,22,224753,208250
2011-07-01,C11,20,229310,216000
2011-08-01,C11,29,258937,254000
2011-09-01,C11,27,237252,203000
2011-10-01,C11,20,195688,189500
2011-11-01,C11,17,191576,193000
2011-12-01,C11,17,235335,210000
2012-01-01,C11,18,226661,200000
2012-02-01,C11,19,207955,195000
2012-03-01,C11,27,205933,200000
2012-04-01,C11,24,225438,196000
2012-05-01,C11,23,213105,199000
2012-06-01,C11,16,197280,181550
2012-07-01,C11,15,225900,205000
2012-08-01,C11,15,214833,206000
2012-09-01,C11,9,242611,224000
2012-10-01,C11,21,204167,180000
2012-11-01,C11,22,216109,178500
2012-12-01,C11,10,220130,211000
2013-01-01,C11,14,234584,237500
2013-02-01,C11,19,210368,199000
2013-03-01,C11,23,259844,229000
2013-04-01,C11,29,225712,179786
2013-05-01,C11,34,250625,219750
2013-06-01,C11,22,212891,186000
2013-07-01,C11,23,220909,208000
2013-08-01,C11,23,216626,193000
2013-09-01,C11,21,229500,199999
2013-10-01,C11,16,233525,224500
2013-11-01,C11,19,277674,232000
2013-12-01,C11,10,250685,230000
2014-01-01,C11,14,233671,215000
2014-02-01,C11,20,225671,214250
2014-03-01,C11,33,277555,260000
2014-04-01,C11,33,266766,243000
2014-05-01,C11,25,224888,192000
2014-06-01,C11,25,259200,256500
2014-07-01,C11,18,232639,227500
2014-08-01,C11,26,264577,239000
2014-09-01,C11,22,255838,239250
2014-10-01,C11,25,306948,250000
2014-11-01,C11,18,259388,192300
2014-12-01,C11,17,237635,210000
2015-01-01,C11,9,242167,217000
2015-02-01,C11,24,270848,250000
2015-03-01,C11,28,254414,231500
2015-04-01,C11,32,303166,275000
2015-05-01,C11,19,271942,268000
2015-06-01,C11,27,309759,264500
2015-07-01,C11,20,263670,255500
2015-08-01,C11,21,296600,271700
2015-09-01,C11,18,264359,255750
2015-10-01,C11,22,258705,229500
2015-11-01,C11,23,290699,280000
2015-12-01,C11,12,313975,264000
2016-01-01,C11,14,281829,261100
2016-02-01,C11,19,281457,265000
2016-03-01,C11,27,296056,286000
2016-04-01,C11,31,302906,295000
2016-05-01,C11,16,341399,337500
2016-06-01,C11,27,292219,283000
2016-07-01,C11,23,347483,347000
2016-08-01,C11,24,297170,282000
2016-09-01,C11,17,295753,285000
2016-10-01,C11,29,346724,337500
2016-11-01,C11,26,387731,345750
2016-12-01,C11,18,342311,287500
2017-01-01,C11,14,322800,322150
2017-02-01,C11,21,354383,346000
2017-03-01,C11,33,378275,340000
2017-04-01,C11,26,401387,387710
2017-05-01,C11,32,387155,353500
2017-06-01,C11,28,380439,379250
2017-07-01,C11,22,402432,359250
2017-08-01,C11,14,421308,389000
2017-09-01,C11,15,388567,355000
2017-10-01,C11,26,368196,331950
2017-11-01,C11,20,395050,376250
2017-12-01,C11,14,377250,370500
2018-01-01,C11,10,340500,308500
2018-02-01,C11,14,375900,381850
2018-03-01,C11,22,384159,365000
2018-04-01,C11,31,398773,367000
2018-05-01,C11,21,392840,418000
2018-06-01,C11,17,432471,405000
2018-07-01,C11,13,504300,420000
2018-08-01,C11,21,399838,387500
2018-09-01,C11,24,446538,394000
2018-10-01,C11,17,445294,370000
2018-11-01,C11,22,477095,425550
2018-12-01,C11,17,458200,405000
2019-01-01,C11,21,442985,416888
2019-02-01,C11,16,453069,383000
2019-03-01,C11,14,454599,407500
2019-04-01,C11,33,465780,436000
2019-05-01,C11,22,509327,477000
2019-06-01,C11,18,532872,426250
2019-07-01,C11,19,454368,440000
2019-08-01,C11,17,458000,450000
2019-09-01,C11,16,457831,435000
2019-10-01,C11,14,530132,452000
2019-11-01,C11,24,477250,447500
2019-12-01,C11,10,540610,525000
2020-01-01,C11,11,521073,459900
2020-02-01,C11,18,564278,512500
2020-03-01,C11,23,568435,535000
2020-04-01,C11,8,479375,467500
2020-05-01,C11,14,506446,500000
2020-06-01,C11,19,522682,490000
2020-07-01,C11,33,582338,532000
2020-08-01,C11,26,540067,522500
2020-09-01,C11,18,617689,476000
2020-10-01,C11,22,491854,440000
2020-11-01,C11,19,515921,488000
2020-12-01,C11,25,564564,500000
2021-01-01,C11,26,502196,483300
2021-02-01,C11,18,582744,532000
2021-03-01,C11,30,569557,560000
2021-04-01,C11,32,605963,576500
