Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,E02,0,0,0
2000-02-01,E02,1,162000,162000
2000-04-01,E02,4,185700,207500
2000-05-01,E02,2,232500,232500
2000-06-01,E02,5,216300,213000
2000-08-01,E02,3,222967,171000
2000-09-01,E02,3,212667,255000
2000-10-01,E02,2,170000,170000
2000-11-01,E02,2,272450,272450
2000-12-01,E02,3,161333,159000
2001-01-01,E02,5,214180,229000
2001-02-01,E02,7,216986,225000
2001-03-01,E02,5,172530,175000
2001-04-01,E02,4,170725,169200
2001-05-01,E02,4,189350,176500
2001-06-01,E02,5,240700,232000
2001-07-01,E02,3,194133,220500
2001-08-01,E02,4,174725,192000
2001-09-01,E02,3,248000,285000
2001-10-01,E02,3,169467,172500
2001-11-01,E02,2,250500,250500
2001-12-01,E02,5,169000,180000
2002-01-01,E02,3,205467,251900
2002-02-01,E02,2,220500,220500
2002-03-01,E02,4,271525,272550
2002-04-01,E02,5,250920,214000
2002-05-01,E02,5,296180,275000
2002-06-01,E02,3,208833,207500
2002-07-01,E02,4,328150,339250
2002-08-01,E02,4,258125,217500
2002-09-01,E02,1,314000,314000
2002-10-01,E02,3,263700,335000
2002-11-01,E02,3,264333,290000
2002-12-01,E02,1,209000,209000
2003-01-01,E02,1,96000,96000
2003-02-01,E02,5,193700,220000
2003-03-01,E02,3,313300,359900
2003-04-01,E02,11,259273,216000
2003-05-01,E02,6,223817,221500
2003-06-01,E02,2,255500,255500
2003-07-01,E02,8,212513,234500
2003-08-01,E02,5,383580,344900
2003-09-01,E02,10,214340,216250
2003-10-01,E02,7,321129,320000
2003-11-01,E02,5,260060,285000
2003-12-01,E02,2,197500,197500
2004-01-01,E02,5,137180,106000
2004-02-01,E02,5,251260,184900
2004-03-01,E02,14,242950,233250
2004-04-01,E02,12,281700,242125
2004-05-01,E02,5,223980,209000
2004-06-01,E02,9,246033,221800
2004-07-01,E02,4,281000,251000
2004-08-01,E02,5,327980,383000
2004-09-01,E02,5,233900,210000
2004-10-01,E02,6,328692,294325
2004-11-01,E02,8,290113,291500
2004-12-01,E02,2,252776,252776
2005-01-01,E02,4,280875,262250
2005-02-01,E02,11,279264,225200
2005-03-01,E02,6,244483,242000
2005-04-01,E02,2,279950,279950
2005-05-01,E02,12,291117,296200
2005-06-01,E02,8,295288,296950
2005-07-01,E02,8,342150,309900
2005-08-01,E02,8,396413,315750
2005-09-01,E02,8,388438,402500
2005-10-01,E02,6,307900,294950
2005-11-01,E02,6,363583,310500
2005-12-01,E02,5,370000,362000
2006-01-01,E02,5,285200,225000
2006-02-01,E02,5,339600,325000
2006-03-01,E02,10,317130,272500
2006-04-01,E02,3,358300,330000
2006-05-01,E02,9,252800,245500
2006-06-01,E02,5,360100,345000
2006-07-01,E02,9,269511,295000
2006-08-01,E02,11,328991,329900
2006-09-01,E02,6,291417,250250
2006-10-01,E02,3,269333,261000
2006-11-01,E02,11,303564,235000
2006-12-01,E02,8,288313,285500
2007-01-01,E02,9,383833,319900
2007-02-01,E02,13,354838,365000
2007-03-01,E02,5,372000,347000
2007-04-01,E02,13,384439,377500
2007-05-01,E02,10,293475,292925
2007-06-01,E02,12,319133,301750
2007-07-01,E02,11,292614,256000
2007-08-01,E02,2,283500,283500
2007-09-01,E02,4,315625,345000
2007-10-01,E02,7,356143,372000
2007-11-01,E02,8,334875,329000
2007-12-01,E02,3,270500,257000
2008-01-01,E02,5,407000,375100
2008-02-01,E02,5,395400,377000
2008-03-01,E02,10,283901,273000
2008-04-01,E02,8,375401,301103
2008-05-01,E02,10,374900,349500
2008-06-01,E02,11,368923,341000
2008-07-01,E02,10,379490,374500
2008-08-01,E02,7,284643,335000
2008-09-01,E02,9,393600,380000
2008-10-01,E02,6,419417,399750
2008-11-01,E02,7,421500,420000
2008-12-01,E02,2,241500,241500
2009-01-01,E02,3,327667,310000
2009-02-01,E02,7,342071,325000
2009-03-01,E02,5,382780,349900
2009-04-01,E02,8,336438,315250
2009-05-01,E02,9,344311,327000
2009-06-01,E02,11,419673,382500
2009-07-01,E02,11,385656,360218
2009-08-01,E02,9,402333,405000
2009-09-01,E02,3,424333,429000
2009-10-01,E02,7,333614,302500
2009-11-01,E02,7,381797,404676
2009-12-01,E02,2,382500,382500
2010-01-01,E02,5,327200,301000
2010-02-01,E02,2,438450,438450
2010-03-01,E02,10,526265,527450
2010-04-01,E02,9,331044,302500
2010-05-01,E02,15,368029,355000
2010-06-01,E02,4,432475,421450
2010-07-01,E02,6,440417,355500
2010-08-01,E02,3,301667,315000
2010-09-01,E02,8,300313,305000
2010-10-01,E02,2,352450,352450
2010-11-01,E02,7,388229,325000
2010-12-01,E02,6,422667,357500
2011-01-01,E02,0,0,0
2011-02-01,E02,4,443225,351000
2011-03-01,E02,11,457318,395000
2011-04-01,E02,8,363275,363600
2011-05-01,E02,11,472627,429900
2011-06-01,E02,13,461138,414000
2011-07-01,E02,10,440930,420750
2011-08-01,E02,5,366300,340000
2011-09-01,E02,5,438600,295000
2011-10-01,E02,11,435518,420000
2011-11-01,E02,7,543986,467500
2011-12-01,E02,6,350633,355450
2012-01-01,E02,4,426350,466700
2012-02-01,E02,6,419027,372450
2012-03-01,E02,5,423100,385000
2012-04-01,E02,11,527845,455000
2012-05-01,E02,10,502590,469500
2012-06-01,E02,11,353618,342500
2012-07-01,E02,9,506294,433000
2012-08-01,E02,4,472878,458500
2012-09-01,E02,2,496000,496000
2012-10-01,E02,6,387650,374500
2012-11-01,E02,5,306000,283000
2012-12-01,E02,8,390813,353250
2013-01-01,E02,1,663000,663000
2013-02-01,E02,8,485000,485000
2013-03-01,E02,8,394500,387500
2013-04-01,E02,14,507371,464250
2013-05-01,E02,13,464800,490000
2013-06-01,E02,6,371333,358500
2013-07-01,E02,9,425989,403000
2013-08-01,E02,5,609600,490000
2013-09-01,E02,9,544767,512500
2013-10-01,E02,13,515700,345000
2013-11-01,E02,5,429260,372000
2013-12-01,E02,6,384300,388650
2014-01-01,E02,6,596667,549000
2014-02-01,E02,3,349300,348000
2014-03-01,E02,8,473613,455500
2014-04-01,E02,8,463750,480500
2014-05-01,E02,10,438530,386000
2014-06-01,E02,14,547436,557000
2014-07-01,E02,10,412349,376250
2014-08-01,E02,10,522160,409950
2014-09-01,E02,6,483167,415000
2014-10-01,E02,7,460100,417000
2014-11-01,E02,6,405017,365500
2014-12-01,E02,8,443169,410750
2015-01-01,E02,3,301667,210000
2015-02-01,E02,7,442071,440000
2015-03-01,E02,9,518100,476999
2015-04-01,E02,4,366500,390000
2015-05-01,E02,8,556563,565000
2015-06-01,E02,7,741843,591000
2015-07-01,E02,5,386200,385000
2015-08-01,E02,2,557500,557500
2015-09-01,E02,9,501989,497000
2015-10-01,E02,5,534180,449900
2015-11-01,E02,11,495318,396000
2015-12-01,E02,8,589313,499000
2016-01-01,E02,0,0,0
2016-02-01,E02,13,443384,433000
2016-03-01,E02,15,538653,442000
2016-04-01,E02,9,512156,541000
2016-05-01,E02,8,568723,487000
2016-06-01,E02,8,574775,457500
