Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,E09,17,147871,151000
2000-02-01,E09,22,137313,137750
2000-04-01,E09,28,155150,166000
2000-05-01,E09,24,143587,144444
2000-06-01,E09,30,154301,160444
2000-08-01,E09,34,153551,159750
2000-09-01,E09,28,136398,136900
2000-10-01,E09,25,150312,150500
2000-11-01,E09,23,149021,151900
2000-12-01,E09,19,162861,164750
2001-01-01,E09,28,155529,155950
2001-02-01,E09,34,151349,148000
2001-03-01,E09,45,153911,157500
2001-04-01,E09,45,158727,156500
2001-05-01,E09,48,153636,149750
2001-06-01,E09,40,153770,152750
2001-07-01,E09,27,159048,151000
2001-08-01,E09,25,176840,184000
2001-09-01,E09,28,146971,141800
2001-10-01,E09,27,160070,161500
2001-11-01,E09,36,158780,157500
2001-12-01,E09,35,160454,160600
2002-01-01,E09,27,176696,179900
2002-02-01,E09,35,182337,195000
2002-03-01,E09,48,166677,167000
2002-04-01,E09,42,181745,183000
2002-05-01,E09,37,171770,171000
2002-06-01,E09,37,170405,158000
2002-07-01,E09,24,179070,189750
2002-08-01,E09,25,166140,164000
2002-09-01,E09,33,174881,168000
2002-10-01,E09,35,176607,180000
2002-11-01,E09,43,168161,173000
2002-12-01,E09,25,182828,178000
2003-01-01,E09,31,186100,192000
2003-02-01,E09,41,187797,177000
2003-03-01,E09,45,174453,172000
2003-04-01,E09,50,181505,177500
2003-05-01,E09,36,181688,175000
2003-06-01,E09,47,183681,172000
2003-07-01,E09,46,177296,176500
2003-08-01,E09,39,182908,180000
2003-09-01,E09,36,183079,182000
2003-10-01,E09,30,175770,177000
2003-11-01,E09,30,180971,185000
2003-12-01,E09,29,173880,178250
2004-01-01,E09,33,183827,188000
2004-02-01,E09,33,171782,169000
2004-03-01,E09,47,173249,178000
2004-04-01,E09,63,177111,178000
2004-05-01,E09,46,170565,173500
2004-06-01,E09,61,181012,177000
2004-07-01,E09,48,176176,177100
2004-08-01,E09,46,181643,178900
2004-09-01,E09,41,180341,178990
2004-10-01,E09,44,178345,176544
2004-11-01,E09,46,172165,171500
2004-12-01,E09,37,184470,177000
2005-01-01,E09,26,180196,172600
2005-02-01,E09,39,181068,175500
2005-03-01,E09,53,178105,169500
2005-04-01,E09,70,178808,178450
2005-05-01,E09,56,183130,179500
2005-06-01,E09,61,180095,170000
2005-07-01,E09,44,184059,174500
2005-08-01,E09,44,180488,177750
2005-09-01,E09,46,183223,181000
2005-10-01,E09,47,190215,180500
2005-11-01,E09,39,180836,187000
2005-12-01,E09,47,187528,182000
2006-01-01,E09,36,186489,179000
2006-02-01,E09,49,189738,188000
2006-03-01,E09,83,194640,199000
2006-04-01,E09,66,188904,182900
2006-05-01,E09,59,194413,192000
2006-06-01,E09,54,194154,193500
2006-07-01,E09,52,192601,185500
2006-08-01,E09,63,199826,185000
2006-09-01,E09,45,194602,192000
2006-10-01,E09,45,180201,182000
2006-11-01,E09,58,186024,175500
2006-12-01,E09,38,192667,190000
2007-01-01,E09,47,192938,197000
2007-02-01,E09,48,193528,186750
2007-03-01,E09,65,193158,194000
2007-04-01,E09,67,199579,196000
2007-05-01,E09,82,201081,198900
2007-06-01,E09,63,201768,202000
2007-07-01,E09,57,197006,196000
2007-08-01,E09,62,198906,195000
2007-09-01,E09,65,189288,193000
2007-10-01,E09,68,196445,203000
2007-11-01,E09,65,190491,190000
2007-12-01,E09,41,189848,190000
2008-01-01,E09,40,188168,183950
2008-02-01,E09,46,201607,195250
2008-03-01,E09,49,206624,203900
2008-04-01,E09,72,205069,207750
2008-05-01,E09,64,196239,196500
2008-06-01,E09,57,205542,205000
2008-07-01,E09,57,200352,202000
2008-08-01,E09,49,203992,203000
2008-09-01,E09,58,201960,203500
2008-10-01,E09,53,201018,209000
2008-11-01,E09,31,185926,189000
2008-12-01,E09,21,192602,207500
2009-01-01,E09,27,197500,195000
2009-02-01,E09,28,194207,200500
2009-03-01,E09,40,205963,216000
2009-04-01,E09,47,201259,191500
2009-05-01,E09,53,210277,207000
2009-06-01,E09,53,226175,225000
2009-07-01,E09,73,216608,224500
2009-08-01,E09,58,211475,211900
2009-09-01,E09,76,230339,226000
2009-10-01,E09,52,230459,230000
2009-11-01,E09,56,234486,226650
2009-12-01,E09,52,228715,234950
2010-01-01,E09,57,230556,234000
2010-02-01,E09,61,233541,230500
2010-03-01,E09,90,240238,238000
2010-04-01,E09,102,237423,236275
2010-05-01,E09,63,228204,235000
2010-06-01,E09,54,234029,233250
2010-07-01,E09,48,232047,235500
2010-08-01,E09,53,252866,222000
2010-09-01,E09,54,231942,240150
2010-10-01,E09,47,230051,238000
2010-11-01,E09,45,238440,235000
2010-12-01,E09,35,238144,233000
2011-01-01,E09,32,232292,238500
2011-02-01,E09,46,242652,250500
2011-03-01,E09,60,233529,232500
2011-04-01,E09,54,234993,232750
2011-05-01,E09,72,241483,241750
2011-06-01,E09,59,228942,223000
2011-07-01,E09,59,238508,233800
2011-08-01,E09,54,238094,231000
2011-09-01,E09,57,239160,236000
2011-10-01,E09,38,242534,238500
2011-11-01,E09,37,241241,234000
2011-12-01,E09,35,245881,245500
2012-01-01,E09,41,240730,239900
2012-02-01,E09,36,239944,241900
2012-03-01,E09,77,245199,245000
2012-04-01,E09,67,246463,245000
2012-05-01,E09,50,259166,255500
2012-06-01,E09,51,244782,243000
2012-07-01,E09,56,243958,241000
2012-08-01,E09,51,239561,237000
2012-09-01,E09,34,243650,249250
2012-10-01,E09,44,243869,246250
2012-11-01,E09,42,239283,244950
2012-12-01,E09,22,227932,234500
2013-01-01,E09,29,247417,248000
2013-02-01,E09,39,236807,238000
2013-03-01,E09,51,251414,248000
2013-04-01,E09,50,251772,246000
2013-05-01,E09,61,251331,250000
2013-06-01,E09,44,239259,241400
2013-07-01,E09,54,242529,240500
2013-08-01,E09,51,237757,238500
2013-09-01,E09,46,246729,246625
2013-10-01,E09,50,251513,241500
2013-11-01,E09,36,245792,245000
2013-12-01,E09,28,244443,252000
2014-01-01,E09,43,228788,230000
2014-02-01,E09,29,256285,257500
2014-03-01,E09,57,265017,263000
2014-04-01,E09,59,251798,248000
2014-05-01,E09,44,257382,254000
2014-06-01,E09,61,265049,269000
2014-07-01,E09,60,262721,260750
2014-08-01,E09,65,270323,260000
2014-09-01,E09,64,271558,258400
2014-10-01,E09,54,270590,267250
2014-11-01,E09,42,260293,249900
2014-12-01,E09,39,263067,252000
2015-01-01,E09,31,287703,272500
2015-02-01,E09,49,269747,270000
2015-03-01,E09,69,273518,280000
2015-04-01,E09,50,278582,280000
2015-05-01,E09,61,265910,258000
2015-06-01,E09,83,281413,283000
2015-07-01,E09,73,274126,263800
2015-08-01,E09,57,273444,274500
2015-09-01,E09,53,274384,266888
2015-10-01,E09,50,279624,273450
2015-11-01,E09,44,265022,263650
2015-12-01,E09,33,269045,272000
2016-01-01,E09,37,265678,250000
2016-02-01,E09,43,292890,279800
2016-03-01,E09,47,298242,295500
2016-04-01,E09,52,288038,278500
2016-05-01,E09,60,294091,287750
2016-06-01,E09,74,309180,290000
2016-07-01,E09,76,294292,282000
2016-08-01,E09,68,307436,287400
2016-09-01,E09,74,306123,286500
2016-10-01,E09,71,313799,298000
2016-11-01,E09,53,325822,305000
2016-12-01,E09,23,300996,312000
2017-01-01,E09,38,315776,317500
2017-02-01,E09,49,341973,335000
2017-03-01,E09,54,397676,395500
2017-04-01,E09,65,437388,439000
2017-05-01,E09,51,402948,390000
2017-06-01,E09,44,398057,387500
2017-07-01,E09,33,381900,365500
2017-08-01,E09,40,405169,384500
2017-09-01,E09,49,376655,365000
2017-10-01,E09,42,374479,379250
2017-11-01,E09,66,370202,360000
2017-12-01,E09,32,384924,384944
2018-01-01,E09,28,402993,398000
2018-02-01,E09,23,378553,362500
2018-03-01,E09,45,406824,398900
2018-04-01,E09,40,396514,386500
2018-05-01,E09,44,426250,415050
2018-06-01,E09,36,428941,414400
2018-07-01,E09,48,409344,409000
2018-08-01,E09,46,416983,409350
2018-09-01,E09,39,406156,420000
2018-10-01,E09,40,395755,391950
2018-11-01,E09,38,422794,406000
2018-12-01,E09,26,421281,400000
2019-01-01,E09,32,413809,399444
2019-02-01,E09,31,454815,445000
2019-03-01,E09,28,427739,431250
2019-04-01,E09,50,441950,432000
2019-05-01,E09,58,438615,428500
2019-06-01,E09,30,448785,437000
2019-07-01,E09,57,452240,443000
2019-08-01,E09,61,446172,436000
2019-09-01,E09,39,446764,430700
2019-10-01,E09,35,454014,440000
2019-11-01,E09,19,465158,468000
2019-12-01,E09,18,456194,450500
2020-01-01,E09,22,484395,483500
2020-02-01,E09,31,513635,515000
2020-03-01,E09,26,535592,517500
2020-04-01,E09,11,487445,465000
2020-05-01,E09,18,472545,458500
2020-06-01,E09,34,490923,469000
2020-07-01,E09,38,490389,476500
2020-08-01,E09,43,492979,485000
2020-09-01,E09,31,474829,460000
2020-10-01,E09,44,478231,467500
