Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W08,15,220260,161000
2000-02-01,W08,25,152742,141500
2000-04-01,W08,39,206408,185000
2000-05-01,W08,30,178103,155950
2000-06-01,W08,24,175825,165750
2000-08-01,W08,26,193988,154250
2000-09-01,W08,23,188084,156000
2000-10-01,W08,28,190243,150000
2000-11-01,W08,35,202806,156000
2000-12-01,W08,18,172411,144000
2001-01-01,W08,18,218839,150000
2001-02-01,W08,23,165961,145000
2001-03-01,W08,30,208533,183500
2001-04-01,W08,22,179923,158250
2001-05-01,W08,30,178572,149000
2001-06-01,W08,46,183840,175500
2001-07-01,W08,33,190265,160000
2001-08-01,W08,30,214285,179750
2001-09-01,W08,30,202567,177000
2001-10-01,W08,23,201078,162000
2001-11-01,W08,28,182739,169500
2001-12-01,W08,25,212804,170000
2002-01-01,W08,30,170560,159000
2002-02-01,W08,43,216033,178500
2002-03-01,W08,34,225391,179950
2002-04-01,W08,43,203442,170000
2002-05-01,W08,46,194922,167250
2002-06-01,W08,26,194435,172200
2002-07-01,W08,16,174125,161750
2002-08-01,W08,25,212918,166000
2002-09-01,W08,34,221394,182000
2002-10-01,W08,37,207653,179500
2002-11-01,W08,30,234517,178000
2002-12-01,W08,15,216207,197500
2003-01-01,W08,22,206986,180200
2003-02-01,W08,29,236081,189900
2003-03-01,W08,36,204178,174000
2003-04-01,W08,37,233111,188000
2003-05-01,W08,30,226367,198450
2003-06-01,W08,36,228743,193000
2003-07-01,W08,31,189739,178000
2003-08-01,W08,32,209083,193950
2003-09-01,W08,34,222615,191250
2003-10-01,W08,30,224055,210000
2003-11-01,W08,31,228585,185000
2003-12-01,W08,17,210118,175000
2004-01-01,W08,15,204100,162000
2004-02-01,W08,33,248721,180000
2004-03-01,W08,49,214719,190000
2004-04-01,W08,42,237667,188250
2004-05-01,W08,45,229693,177000
2004-06-01,W08,29,231786,185000
2004-07-01,W08,38,190778,173450
2004-08-01,W08,25,204986,179000
2004-09-01,W08,37,231578,186000
2004-10-01,W08,36,259759,220500
2004-11-01,W08,34,236159,180500
2004-12-01,W08,21,202510,171000
2005-01-01,W08,17,198629,184000
2005-02-01,W08,29,224112,201000
2005-03-01,W08,44,227980,191500
2005-04-01,W08,45,230118,193000
2005-05-01,W08,38,227705,208250
2005-06-01,W08,40,243385,202500
2005-07-01,W08,31,242686,197000
2005-08-01,W08,39,211428,185500
2005-09-01,W08,26,215104,205000
2005-10-01,W08,38,218789,192500
2005-11-01,W08,30,205440,179500
2005-12-01,W08,26,210031,181000
2006-01-01,W08,17,343676,325000
2006-02-01,W08,31,234806,219999
2006-03-01,W08,45,234700,200000
2006-04-01,W08,42,237321,206000
2006-05-01,W08,33,220883,199000
2006-06-01,W08,46,240302,205605
2006-07-01,W08,38,214211,206000
2006-08-01,W08,43,238219,221000
2006-09-01,W08,30,238764,215500
2006-10-01,W08,47,245364,212000
2006-11-01,W08,39,232749,208000
2006-12-01,W08,23,254593,190000
2007-01-01,W08,29,237379,219000
2007-02-01,W08,29,285283,195000
2007-03-01,W08,48,262658,225850
2007-04-01,W08,58,244227,212000
2007-05-01,W08,45,252789,214500
2007-06-01,W08,52,285556,224500
2007-07-01,W08,43,234428,215000
2007-08-01,W08,48,223031,210850
2007-09-01,W08,34,277385,221000
2007-10-01,W08,37,272897,231000
2007-11-01,W08,57,263082,205500
2007-12-01,W08,36,278535,208000
2008-01-01,W08,30,252575,218000
2008-02-01,W08,31,237010,211000
2008-03-01,W08,39,258500,236000
2008-04-01,W08,48,287956,223000
2008-05-01,W08,50,294952,222750
2008-06-01,W08,40,273955,230000
2008-07-01,W08,40,273475,229000
2008-08-01,W08,36,237222,218450
2008-09-01,W08,31,247816,235000
2008-10-01,W08,39,240878,205000
2008-11-01,W08,14,259871,206000
2008-12-01,W08,16,242281,211500
2009-01-01,W08,10,219265,200750
2009-02-01,W08,19,254263,207000
2009-03-01,W08,25,224574,200000
2009-04-01,W08,29,247445,214000
2009-05-01,W08,39,246367,213000
2009-06-01,W08,60,263171,216500
2009-07-01,W08,54,268333,223500
2009-08-01,W08,42,276720,268500
2009-09-01,W08,44,262057,236500
2009-10-01,W08,40,239566,212500
2009-11-01,W08,36,287394,230250
