Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,W06,8,306000,201500
2000-02-01,W06,15,246473,234500
2000-04-01,W06,24,232446,202950
2000-05-01,W06,23,254822,221000
2000-06-01,W06,27,260959,240000
2000-08-01,W06,18,235583,220000
2000-09-01,W06,28,270300,218750
2000-10-01,W06,17,221447,198000
2000-11-01,W06,22,238764,220900
2000-12-01,W06,14,236514,237500
2001-01-01,W06,15,224660,190000
2001-02-01,W06,26,238435,205250
2001-03-01,W06,24,240521,232500
2001-04-01,W06,28,250446,211000
2001-05-01,W06,33,278424,245000
2001-06-01,W06,28,246013,209000
2001-07-01,W06,28,311979,287750
2001-08-01,W06,25,431415,229000
2001-09-01,W06,11,256518,239000
2001-10-01,W06,28,244568,220500
2001-11-01,W06,34,289382,226000
2001-12-01,W06,29,247078,205000
2002-01-01,W06,19,252763,248000
2002-02-01,W06,41,259028,212000
2002-03-01,W06,44,263645,232750
2002-04-01,W06,49,254620,233000
2002-05-01,W06,52,282306,262000
2002-06-01,W06,22,270148,243000
2002-07-01,W06,28,276321,263000
2002-08-01,W06,20,273148,258000
2002-09-01,W06,25,315152,223000
2002-10-01,W06,23,327560,257000
2002-11-01,W06,28,281212,266500
2002-12-01,W06,17,236788,228000
2003-01-01,W06,28,228604,214200
2003-02-01,W06,36,260532,235495
2003-03-01,W06,28,317679,294500
2003-04-01,W06,20,295306,231813
2003-05-01,W06,27,267656,237000
2003-06-01,W06,38,254039,228995
2003-07-01,W06,36,253114,224500
2003-08-01,W06,31,241327,215000
2003-09-01,W06,29,255400,224000
2003-10-01,W06,31,241907,224000
2003-11-01,W06,21,266419,214900
2003-12-01,W06,36,295653,227500
2004-01-01,W06,21,228448,212000
2004-02-01,W06,38,323712,233450
2004-03-01,W06,38,286068,252000
2004-04-01,W06,44,295932,258500
2004-05-01,W06,42,335031,301500
2004-06-01,W06,38,260168,233250
2004-07-01,W06,36,281747,258750
2004-08-01,W06,28,298054,225250
2004-09-01,W06,27,249185,224000
2004-10-01,W06,37,305945,282000
2004-11-01,W06,40,336509,250450
2004-12-01,W06,20,347260,318250
2005-01-01,W06,17,263065,240000
2005-02-01,W06,37,250932,231000
2005-03-01,W06,45,303568,235000
2005-04-01,W06,59,285786,250000
2005-05-01,W06,60,312877,258000
2005-06-01,W06,50,340466,255500
2005-07-01,W06,52,335204,254500
2005-08-01,W06,45,314078,247900
2005-09-01,W06,44,295873,248500
2005-10-01,W06,40,301173,258375
2005-11-01,W06,46,250285,226000
2005-12-01,W06,20,279950,235500
2006-01-01,W06,22,295814,236000
2006-02-01,W06,36,348786,260000
2006-03-01,W06,53,335551,258000
2006-04-01,W06,53,299953,268000
2006-05-01,W06,61,329701,273500
2006-06-01,W06,54,267213,253950
2006-07-01,W06,42,301795,255000
2006-08-01,W06,41,293406,250000
2006-09-01,W06,55,264220,239000
2006-10-01,W06,33,262770,239000
2006-11-01,W06,50,258576,241500
2006-12-01,W06,20,291350,231250
2007-01-01,W06,34,271774,232500
2007-02-01,W06,56,292398,250250
2007-03-01,W06,73,322603,274900
2007-04-01,W06,67,332620,270000
2007-05-01,W06,64,347823,278000
2007-06-01,W06,73,322192,269000
2007-07-01,W06,62,301930,270500
2007-08-01,W06,55,359016,276000
2007-09-01,W06,50,319794,278500
2007-10-01,W06,51,340390,285000
2007-11-01,W06,59,373701,297000
2007-12-01,W06,46,310865,273500
2008-01-01,W06,32,302889,266250
2008-02-01,W06,36,351619,280500
2008-03-01,W06,59,303135,272000
2008-04-01,W06,62,349564,290500
2008-05-01,W06,55,330065,279000
2008-06-01,W06,57,327314,277000
2008-07-01,W06,58,309757,284000
2008-08-01,W06,49,321233,278500
2008-09-01,W06,38,341616,293625
2008-10-01,W06,25,318620,268000
2008-11-01,W06,18,336377,332233
2008-12-01,W06,21,300464,261000
2009-01-01,W06,20,321076,270000
2009-02-01,W06,24,285250,265000
2009-03-01,W06,35,290661,255000
2009-04-01,W06,58,313182,270000
2009-05-01,W06,65,306835,293000
2009-06-01,W06,64,292287,275000
2009-07-01,W06,67,347043,311000
2009-08-01,W06,71,306666,283000
2009-09-01,W06,69,328654,310000
2009-10-01,W06,52,320278,299250
2009-11-01,W06,58,370031,310500
2009-12-01,W06,45,359119,309000
2010-01-01,W06,41,353977,333888
