Date,Area,Sales,Avg_Price,Med_Price
2000-01-01,E01,0,0,0
2000-02-01,E01,1,1000001,1000001
2000-04-01,E01,0,0,0
2000-05-01,E01,0,0,0
2000-06-01,E01,0,0,0
2000-08-01,E01,0,0,0
2000-09-01,E01,0,0,0
2000-10-01,E01,1,112500,112500
2000-11-01,E01,5,149060,155000
2000-12-01,E01,1,221000,221000
2001-01-01,E01,2,144950,144950
2001-02-01,E01,4,147825,162900
2001-03-01,E01,2,184900,184900
2001-04-01,E01,1,97500,97500
2001-05-01,E01,1,164900,164900
2001-06-01,E01,4,172900,162900
2001-07-01,E01,2,259450,259450
2001-08-01,E01,1,275000,275000
2001-09-01,E01,2,273000,273000
2001-10-01,E01,3,248333,232000
2001-11-01,E01,3,248333,224000
2001-12-01,E01,2,214250,214250
2002-01-01,E01,1,118500,118500
2002-02-01,E01,3,217067,225400
2002-03-01,E01,4,224725,207500
2002-04-01,E01,5,267780,283000
2002-05-01,E01,1,180000,180000
2002-06-01,E01,3,222667,225000
2002-07-01,E01,2,123750,123750
2002-08-01,E01,0,0,0
2002-09-01,E01,3,157333,207000
2002-10-01,E01,6,227250,232500
2002-11-01,E01,3,252333,321000
2002-12-01,E01,1,110000,110000
2003-01-01,E01,1,323500,323500
2003-02-01,E01,3,236933,299900
2003-03-01,E01,1,245000,245000
2003-04-01,E01,3,213667,177000
2003-05-01,E01,3,302167,295000
2003-06-01,E01,2,175100,175100
2003-07-01,E01,4,250800,233600
2003-08-01,E01,2,315325,315325
2003-09-01,E01,3,199470,181000
2003-10-01,E01,1,148000,148000
2003-11-01,E01,4,253162,253500
2003-12-01,E01,5,284800,250000
2004-01-01,E01,2,210500,210500
2004-02-01,E01,3,182500,125500
2004-03-01,E01,3,280467,298000
2004-04-01,E01,2,256000,256000
2004-05-01,E01,1,451107,451107
2004-06-01,E01,1,349900,349900
2004-07-01,E01,2,290950,290950
2004-08-01,E01,0,0,0
2004-09-01,E01,1,403000,403000
2004-10-01,E01,4,296500,293000
2004-11-01,E01,3,249600,258900
2004-12-01,E01,2,383500,383500
2005-01-01,E01,1,161000,161000
2005-02-01,E01,1,163000,163000
2005-03-01,E01,3,238000,242000
2005-04-01,E01,3,256000,285000
2005-05-01,E01,5,284020,277000
2005-06-01,E01,1,325000,325000
2005-07-01,E01,1,465000,465000
2005-08-01,E01,1,387000,387000
2005-09-01,E01,5,262228,277000
2005-10-01,E01,3,213667,140000
2005-11-01,E01,1,149900,149900
2005-12-01,E01,4,317750,310500
2006-01-01,E01,6,287022,305522
2006-02-01,E01,4,337000,326500
2006-03-01,E01,2,148750,148750
2006-04-01,E01,1,137000,137000
2006-05-01,E01,3,460400,462200
2006-06-01,E01,3,403333,425000
2006-07-01,E01,1,313600,313600
2006-08-01,E01,2,151500,151500
2006-09-01,E01,3,292000,250000
2006-10-01,E01,3,339000,340000
2006-11-01,E01,6,345417,355000
2006-12-01,E01,1,656000,656000
2007-01-01,E01,1,286000,286000
2007-02-01,E01,5,289240,282400
2007-03-01,E01,6,394983,368950
2007-04-01,E01,10,366879,351700
2007-05-01,E01,9,306267,340000
2007-06-01,E01,5,388280,395000
2007-07-01,E01,6,361517,394950
2007-08-01,E01,5,367000,397000
2007-09-01,E01,7,351000,335000
2007-10-01,E01,10,393640,379050
2007-11-01,E01,7,353824,392500
2007-12-01,E01,3,426267,339900
2008-01-01,E01,10,329955,364950
2008-02-01,E01,7,308357,299900
2008-03-01,E01,7,365529,391000
2008-04-01,E01,10,407880,425000
2008-05-01,E01,6,418050,362450
2008-06-01,E01,10,393380,388500
2008-07-01,E01,7,463771,443000
2008-08-01,E01,7,357371,398000
2008-09-01,E01,7,444114,339900
2008-10-01,E01,12,380992,408000
2008-11-01,E01,9,421222,379000
2008-12-01,E01,3,420667,445000
2009-01-01,E01,4,378725,400000
2009-02-01,E01,7,290571,297500
2009-03-01,E01,4,338125,335000
2009-04-01,E01,6,367833,400500
2009-05-01,E01,12,396125,409500
2009-06-01,E01,14,437957,432000
2009-07-01,E01,7,367200,350000
2009-08-01,E01,8,433000,410500
2009-09-01,E01,7,430486,395000
2009-10-01,E01,15,409253,405000
2009-11-01,E01,7,397057,385000
2009-12-01,E01,8,398400,400750
2010-01-01,E01,3,339933,289900
2010-02-01,E01,8,443250,446000
2010-03-01,E01,6,279733,332200
2010-04-01,E01,10,446050,407000
2010-05-01,E01,9,341711,325000
2010-06-01,E01,11,412764,379000
2010-07-01,E01,14,316500,296500
2010-08-01,E01,4,409725,381950
2010-09-01,E01,12,396358,411750
2010-10-01,E01,12,419408,416250
2010-11-01,E01,5,456530,440000
2010-12-01,E01,7,390143,419000
2011-01-01,E01,2,289200,289200
2011-02-01,E01,7,391200,349000
2011-03-01,E01,14,397686,399000
2011-04-01,E01,6,362800,357450
2011-05-01,E01,12,502525,514950
2011-06-01,E01,14,419700,430000
2011-07-01,E01,8,452538,409950
2011-08-01,E01,6,457467,478750
2011-09-01,E01,10,410950,398500
2011-10-01,E01,10,429143,410613
2011-11-01,E01,11,459355,477000
2011-12-01,E01,14,455909,459250
2012-01-01,E01,8,386500,363000
2012-02-01,E01,18,521012,503400
2012-03-01,E01,14,510107,490750
2012-04-01,E01,15,429790,427000
2012-05-01,E01,7,394571,381000
2012-06-01,E01,15,453033,470000
2012-07-01,E01,11,383155,400000
2012-08-01,E01,7,412786,377000
2012-09-01,E01,15,433847,431500
2012-10-01,E01,11,406445,415000
2012-11-01,E01,8,386500,375000
2012-12-01,E01,5,360080,400400
2013-01-01,E01,4,333500,331000
2013-02-01,E01,12,464475,451000
2013-03-01,E01,16,415697,359000
2013-04-01,E01,18,414306,377000
2013-05-01,E01,21,483285,499900
2013-06-01,E01,22,402050,388500
2013-07-01,E01,20,431965,405200
2013-08-01,E01,8,366563,291000
2013-09-01,E01,12,438666,421000
2013-10-01,E01,15,384420,385900
2013-11-01,E01,11,475436,435000
2013-12-01,E01,14,481489,468750
2014-01-01,E01,9,428322,369900
2014-02-01,E01,22,509391,499750
2014-03-01,E01,14,439007,397950
2014-04-01,E01,11,394094,375000
2014-05-01,E01,20,468645,447450
2014-06-01,E01,19,480823,510500
2014-07-01,E01,14,501263,444400
2014-08-01,E01,12,379575,351950
2014-09-01,E01,11,500200,525000
2014-10-01,E01,18,481822,423250
2014-11-01,E01,12,467042,486500
2014-12-01,E01,9,530677,478500
2015-01-01,E01,7,493700,516000
2015-02-01,E01,14,442140,361250
2015-03-01,E01,15,516620,440000
2015-04-01,E01,12,504250,514000
2015-05-01,E01,9,485806,405000
2015-06-01,E01,16,487841,460000
2015-07-01,E01,9,497556,441000
2015-08-01,E01,18,432183,419000
2015-09-01,E01,15,464675,420000
2015-10-01,E01,19,469175,489000
2015-11-01,E01,23,420130,430000
2015-12-01,E01,10,405946,426500
2016-01-01,E01,8,628238,574950
2016-02-01,E01,19,537037,520000
2016-03-01,E01,15,560185,531000
2016-04-01,E01,18,461733,434400
2016-05-01,E01,18,489566,451500
2016-06-01,E01,19,586096,483000
2016-07-01,E01,5,428566,369000
2016-08-01,E01,11,558689,469000
2016-09-01,E01,12,560750,580000
2016-10-01,E01,16,531456,513250
2016-11-01,E01,17,512000,508000
2016-12-01,E01,6,644433,617500
2017-01-01,E01,3,589667,580000
2017-02-01,E01,16,571810,523444
2017-03-01,E01,15,684378,635000
2017-04-01,E01,13,679199,622000
2017-05-01,E01,27,640626,634000
2017-06-01,E01,14,585357,527000
2017-07-01,E01,14,559343,549250
2017-08-01,E01,10,711480,599450
2017-09-01,E01,13,638069,565000
2017-10-01,E01,22,610213,611325
2017-11-01,E01,23,629657,568500
2017-12-01,E01,12,600903,571000
2018-01-01,E01,7,737714,575000
2018-02-01,E01,7,608643,571000
2018-03-01,E01,12,668572,609000
2018-04-01,E01,10,760737,802000
2018-05-01,E01,17,768234,735000
2018-06-01,E01,12,713458,730000
2018-07-01,E01,13,702708,703800
2018-08-01,E01,11,635803,649900
2018-09-01,E01,8,736338,675500
2018-10-01,E01,21,660324,630000
2018-11-01,E01,15,741047,638000
2018-12-01,E01,8,647175,660450
2019-01-01,E01,4,792250,782000
2019-02-01,E01,6,689983,714450
2019-03-01,E01,16,724681,632500
2019-04-01,E01,15,783063,772500
2019-05-01,E01,16,742514,706500
2019-06-01,E01,17,777548,755000
2019-07-01,E01,18,800172,752500
