Area,Date,Sales,Avg_Price,Med_Price
C01,2011-01-01,199,377484,328000
C02,2011-01-01,14,604486,510000
C03,2011-01-01,3,815000,520000
C04,2011-01-01,10,412288,400688
C06,2011-01-01,6,301417,303000
C07,2011-01-01,44,324992,308750
C08,2011-01-01,60,373055,353500
C09,2011-01-01,8,446000,317500
C10,2011-01-01,29,537028,444000
C11,2011-01-01,8,181813,205250
C12,2011-01-01,6,590083,519250
C13,2011-01-01,9,312256,302000
C14,2011-01-01,101,373030,342500
C15,2011-01-01,27,308756,308000
E01,2011-01-01,2,289200,289200
E02,2011-01-01,0,0,0
E03,2011-01-01,17,204059,174000
E04,2011-01-01,18,183044,180950
E05,2011-01-01,19,249889,227000
E06,2011-01-01,2,299500,299500
E07,2011-01-01,13,202823,197000
E08,2011-01-01,18,187111,171000
E09,2011-01-01,32,232292,238500
E10,2011-01-01,0,0,0
E11,2011-01-01,18,168722,163250
W01,2011-01-01,7,403098,355000
W02,2011-01-01,8,344113,379000
W03,2011-01-01,6,187167,182500
W04,2011-01-01,15,145330,140000
W05,2011-01-01,10,151978,150140
W06,2011-01-01,19,369394,337000
W07,2011-01-01,16,297731,284250
W08,2011-01-01,18,227722,213000
W09,2011-01-01,17,160618,107000
W10,2011-01-01,26,159981,152500
