Area,Date,Sales,Avg_Price,Med_Price
C01,2015-09-01,385,463326,405000
C02,2015-09-01,30,1167154,717500
C03,2015-09-01,10,545970,405950
C04,2015-09-01,11,720818,520000
C06,2015-09-01,9,325111,329000
C07,2015-09-01,62,405539,377500
C08,2015-09-01,112,426306,385000
C09,2015-09-01,13,666577,575000
C10,2015-09-01,36,584939,486500
C11,2015-09-01,18,264359,255750
C12,2015-09-01,12,1205525,728000
C13,2015-09-01,39,433392,335000
C14,2015-09-01,116,408009,381600
C15,2015-09-01,85,370559,343500
E01,2015-09-01,15,464675,420000
E02,2015-09-01,9,501989,497000
E03,2015-09-01,5,276580,215000
E04,2015-09-01,31,217035,215000
E05,2015-09-01,33,282018,278000
E06,2015-09-01,2,349864,349864
E07,2015-09-01,32,265294,260000
E08,2015-09-01,19,201720,205000
E09,2015-09-01,53,274384,266888
E10,2015-09-01,1,190000,190000
E11,2015-09-01,17,219382,225000
W01,2015-09-01,17,457888,405000
W02,2015-09-01,23,378009,355000
W03,2015-09-01,6,343000,366000
W04,2015-09-01,13,266885,263000
W05,2015-09-01,28,252632,265750
W06,2015-09-01,63,374015,347000
W07,2015-09-01,3,416000,417000
W08,2015-09-01,93,361954,310000
W09,2015-09-01,16,237406,222000
W10,2015-09-01,27,201710,210000
