Area,Date,Sales,Avg_Price,Med_Price
C01,2017-02-01,423,598303,485000
C02,2017-02-01,38,1110294,737500
C03,2017-02-01,22,764987,584000
C04,2017-02-01,18,693150,584000
C06,2017-02-01,16,478131,489250
C07,2017-02-01,81,500227,480800
C08,2017-02-01,166,564454,519400
C09,2017-02-01,8,805625,573950
C10,2017-02-01,39,572304,500000
C11,2017-02-01,21,354383,346000
C12,2017-02-01,6,944500,865000
C13,2017-02-01,35,454892,409500
C14,2017-02-01,109,510279,469000
C15,2017-02-01,84,429544,399000
E01,2017-02-01,16,571810,523444
E02,2017-02-01,8,632291,588000
E03,2017-02-01,11,358818,268500
E04,2017-02-01,18,325155,329000
E05,2017-02-01,33,374370,375000
E06,2017-02-01,6,443850,348850
E07,2017-02-01,38,348845,346500
E08,2017-02-01,13,314100,285900
E09,2017-02-01,49,341973,335000
E10,2017-02-01,6,196667,179000
E11,2017-02-01,17,234794,210000
W01,2017-02-01,20,537199,517550
W02,2017-02-01,12,514367,511000
W03,2017-02-01,9,421756,479900
W04,2017-02-01,29,338200,299900
W05,2017-02-01,30,276747,257500
W06,2017-02-01,109,497346,454600
W07,2017-02-01,1,320000,320000
W08,2017-02-01,86,438973,400750
W09,2017-02-01,13,314416,301000
W10,2017-02-01,42,279598,291000
