Area,Date,Sales,Avg_Price,Med_Price
C01,2012-08-01,249,387532,360000
C02,2012-08-01,24,871635,585250
C03,2012-08-01,3,1105000,1250000
C04,2012-08-01,19,393553,325000
C06,2012-08-01,7,439996,345000
C07,2012-08-01,43,359692,348000
C08,2012-08-01,99,389905,355000
C09,2012-08-01,5,937778,485000
C10,2012-08-01,24,428392,397000
C11,2012-08-01,15,214833,206000
C12,2012-08-01,2,517500,517500
C13,2012-08-01,30,327610,297450
C14,2012-08-01,87,395224,355000
C15,2012-08-01,56,326802,301500
E01,2012-08-01,7,412786,377000
E02,2012-08-01,4,472878,458500
E03,2012-08-01,10,191500,137750
E04,2012-08-01,32,195768,195000
E05,2012-08-01,31,258348,235000
E06,2012-08-01,1,439000,439000
E07,2012-08-01,20,237495,241500
E08,2012-08-01,11,221664,170000
E09,2012-08-01,51,239561,237000
E10,2012-08-01,0,0,0
E11,2012-08-01,15,182967,168000
W01,2012-08-01,20,396395,341500
W02,2012-08-01,13,328881,313000
W03,2012-08-01,4,191600,176200
W04,2012-08-01,22,180239,177000
W05,2012-08-01,30,169373,156000
W06,2012-08-01,52,383835,337500
W07,2012-08-01,2,377500,377500
W08,2012-08-01,53,304699,304000
W09,2012-08-01,7,174557,144000
W10,2012-08-01,24,162312,165000
