Area,Date,Sales,Avg_Price,Med_Price
C01,2018-10-01,394,709451,615000
C02,2018-10-01,49,957573,740000
C03,2018-10-01,15,801447,692800
C04,2018-10-01,20,772219,630000
C06,2018-10-01,17,496853,525000
C07,2018-10-01,49,581082,543800
C08,2018-10-01,143,681265,630000
C09,2018-10-01,10,1217300,864500
C10,2018-10-01,35,702451,615000
C11,2018-10-01,17,445294,370000
C12,2018-10-01,4,1064000,986500
C13,2018-10-01,26,483492,458500
C14,2018-10-01,97,589206,568000
C15,2018-10-01,94,504946,482150
E01,2018-10-01,21,660324,630000
E02,2018-10-01,5,574560,562000
E03,2018-10-01,18,398728,362500
E04,2018-10-01,21,346667,336000
E05,2018-10-01,27,417074,410000
E06,2018-10-01,4,738250,716500
E07,2018-10-01,36,407678,404500
E08,2018-10-01,10,386640,385750
E09,2018-10-01,40,395755,391950
E10,2018-10-01,4,300125,312500
E11,2018-10-01,22,349250,348000
W01,2018-10-01,30,685100,627000
W02,2018-10-01,25,604010,549000
W03,2018-10-01,10,506690,498750
W04,2018-10-01,29,383738,365000
W05,2018-10-01,34,346370,372400
W06,2018-10-01,80,583571,512000
W07,2018-10-01,5,793378,597990
W08,2018-10-01,86,509688,465000
W09,2018-10-01,19,397074,340000
W10,2018-10-01,23,340961,363000
