Area,Date,Sales,Avg_Price,Med_Price
C01,2012-05-01,383,430489,375000
C02,2012-05-01,33,827221,645000
C03,2012-05-01,6,731750,640750
C04,2012-05-01,18,498456,395000
C06,2012-05-01,9,378654,352000
C07,2012-05-01,60,348608,331500
C08,2012-05-01,160,394914,359000
C09,2012-05-01,13,641115,672000
C10,2012-05-01,51,454829,449000
C11,2012-05-01,23,213105,199000
C12,2012-05-01,7,652286,510000
C13,2012-05-01,40,309128,284500
C14,2012-05-01,139,381264,352500
C15,2012-05-01,92,367475,338759
E01,2012-05-01,7,394571,381000
E02,2012-05-01,10,502590,469500
E03,2012-05-01,11,359545,185000
E04,2012-05-01,39,200000,203000
E05,2012-05-01,40,263086,263150
E06,2012-05-01,2,317000,317000
E07,2012-05-01,57,223191,222000
E08,2012-05-01,23,181739,163000
E09,2012-05-01,50,259166,255500
E10,2012-05-01,4,129000,128500
E11,2012-05-01,20,172230,174000
W01,2012-05-01,25,388776,351000
W02,2012-05-01,21,404976,394000
W03,2012-05-01,9,275278,292000
W04,2012-05-01,29,209534,196000
W05,2012-05-01,36,174703,160250
W06,2012-05-01,74,387456,334000
W07,2012-05-01,6,550650,545000
W08,2012-05-01,85,334158,305000
W09,2012-05-01,20,210855,176000
W10,2012-05-01,30,180550,160750
