Area,Date,Sales,Avg_Price,Med_Price
C01,2012-03-01,351,416943,370000
C02,2012-03-01,38,880697,641500
C03,2012-03-01,8,815875,666500
C04,2012-03-01,17,377935,353000
C06,2012-03-01,15,322031,285000
C07,2012-03-01,64,339277,325500
C08,2012-03-01,161,397870,375000
C09,2012-03-01,11,649582,580000
C10,2012-03-01,44,543122,446000
C11,2012-03-01,27,205933,200000
C12,2012-03-01,18,679261,584950
C13,2012-03-01,35,314040,305000
C14,2012-03-01,103,393838,367000
C15,2012-03-01,84,339350,330400
E01,2012-03-01,14,510107,490750
E02,2012-03-01,5,423100,385000
E03,2012-03-01,17,186371,142000
E04,2012-03-01,34,173853,159750
E05,2012-03-01,27,240662,245000
E06,2012-03-01,3,614667,639000
E07,2012-03-01,46,231357,227500
E08,2012-03-01,28,191314,182500
E09,2012-03-01,77,245199,245000
E10,2012-03-01,3,157500,160000
E11,2012-03-01,20,157840,157000
W01,2012-03-01,26,348030,318450
W02,2012-03-01,17,380113,395500
W03,2012-03-01,14,241086,225000
W04,2012-03-01,28,195300,189000
W05,2012-03-01,27,186074,155000
W06,2012-03-01,82,383460,333500
W07,2012-03-01,4,331000,324000
W08,2012-03-01,83,307146,292000
W09,2012-03-01,21,151290,112900
W10,2012-03-01,32,150942,158500
