Area,Date,Sales,Avg_Price,Med_Price
C01,2010-12-01,242,389366,339750
C02,2010-12-01,30,782830,548000
C03,2010-12-01,7,471500,460000
C04,2010-12-01,13,313339,320000
C06,2010-12-01,9,312333,318000
C07,2010-12-01,40,308888,311500
C08,2010-12-01,71,391048,353000
C09,2010-12-01,9,516556,460000
C10,2010-12-01,40,476765,430000
C11,2010-12-01,5,201240,179000
C12,2010-12-01,4,542750,517000
C13,2010-12-01,17,287476,286000
C14,2010-12-01,84,351756,325000
C15,2010-12-01,30,304447,310000
E01,2010-12-01,7,390143,419000
E02,2010-12-01,6,422667,357500
E03,2010-12-01,15,200873,190000
E04,2010-12-01,17,146871,133000
E05,2010-12-01,21,218119,220000
E06,2010-12-01,1,416000,416000
E07,2010-12-01,20,202665,213500
E08,2010-12-01,8,154531,167450
E09,2010-12-01,35,238144,233000
E10,2010-12-01,0,0,0
E11,2010-12-01,11,141791,142000
W01,2010-12-01,14,343115,326050
W02,2010-12-01,2,308050,308050
W03,2010-12-01,7,223086,224000
W04,2010-12-01,10,166340,155750
W05,2010-12-01,13,90485,88500
W06,2010-12-01,36,299403,291500
W07,2010-12-01,7,385114,350000
W08,2010-12-01,23,253152,230000
W09,2010-12-01,14,191964,156750
W10,2010-12-01,24,159479,160500
