Area,Date,Sales,Avg_Price,Med_Price
C01,2011-03-01,448,400598,362800
C02,2011-03-01,27,863641,555000
C03,2011-03-01,11,626955,730000
C04,2011-03-01,23,339372,286500
C06,2011-03-01,17,304587,290500
C07,2011-03-01,85,334044,312000
C08,2011-03-01,138,391485,354120
C09,2011-03-01,26,711535,615000
C10,2011-03-01,54,484807,406000
C11,2011-03-01,19,157529,143100
C12,2011-03-01,9,658389,485000
C13,2011-03-01,43,315139,282000
C14,2011-03-01,128,356626,345000
C15,2011-03-01,70,340154,300000
E01,2011-03-01,14,397686,399000
E02,2011-03-01,11,457318,395000
E03,2011-03-01,27,212732,186750
E04,2011-03-01,21,202322,215000
E05,2011-03-01,42,237798,243000
E06,2011-03-01,6,303050,256250
E07,2011-03-01,20,202034,209500
E08,2011-03-01,32,167977,151250
E09,2011-03-01,60,233529,232500
E10,2011-03-01,4,184250,191500
E11,2011-03-01,32,160411,164000
W01,2011-03-01,44,374020,326500
W02,2011-03-01,7,394716,399000
W03,2011-03-01,10,174400,161500
W04,2011-03-01,18,161528,162500
W05,2011-03-01,21,134088,115000
W06,2011-03-01,54,342261,287500
W07,2011-03-01,20,314295,307000
W08,2011-03-01,44,317598,285000
W09,2011-03-01,19,205303,227000
W10,2011-03-01,41,167044,160000
