Area,Date,Sales,Avg_Price,Med_Price
C01,2012-07-01,294,408576,374500
C02,2012-07-01,24,730542,737500
C03,2012-07-01,5,719800,572000
C04,2012-07-01,7,515571,373000
C06,2012-07-01,10,316849,292500
C07,2012-07-01,52,329629,317000
C08,2012-07-01,108,391158,368250
C09,2012-07-01,10,626900,490000
C10,2012-07-01,35,487723,405000
C11,2012-07-01,15,225900,205000
C12,2012-07-01,9,520000,525000
C13,2012-07-01,27,283466,272500
C14,2012-07-01,93,378694,358000
C15,2012-07-01,57,347270,320000
E01,2012-07-01,11,383155,400000
E02,2012-07-01,9,506294,433000
E03,2012-07-01,9,198611,176500
E04,2012-07-01,36,192150,182000
E05,2012-07-01,39,257574,230000
E06,2012-07-01,1,235000,235000
E07,2012-07-01,32,220419,223400
E08,2012-07-01,19,183658,180000
E09,2012-07-01,56,243958,241000
E10,2012-07-01,5,162666,164000
E11,2012-07-01,24,170942,170500
W01,2012-07-01,23,353191,318000
W02,2012-07-01,11,389273,400000
W03,2012-07-01,11,277636,283000
W04,2012-07-01,17,192729,176500
W05,2012-07-01,25,198184,157000
W06,2012-07-01,73,357814,335000
W07,2012-07-01,0,0,0
W08,2012-07-01,44,321680,295000
W09,2012-07-01,20,224350,233500
W10,2012-07-01,35,193825,190000
