Area,Date,Sales,Avg_Price,Med_Price
C01,2011-04-01,347,404259,375000
C02,2011-04-01,26,781360,553000
C03,2011-04-01,13,636012,589000
C04,2011-04-01,23,451826,385000
C06,2011-04-01,15,303435,298000
C07,2011-04-01,80,345379,329500
C08,2011-04-01,139,398900,360000
C09,2011-04-01,11,562155,422000
C10,2011-04-01,60,506994,434000
C11,2011-04-01,16,215150,211000
C12,2011-04-01,7,533586,512000
C13,2011-04-01,37,314951,297000
C14,2011-04-01,113,378294,350000
C15,2011-04-01,44,359541,325000
E01,2011-04-01,6,362800,357450
E02,2011-04-01,8,363275,363600
E03,2011-04-01,24,216450,178750
E04,2011-04-01,31,177589,160000
E05,2011-04-01,39,258614,225000
E06,2011-04-01,7,418414,379000
E07,2011-04-01,24,206242,215250
E08,2011-04-01,23,152613,144600
E09,2011-04-01,54,234993,232750
E10,2011-04-01,3,168500,180000
E11,2011-04-01,29,174459,165000
W01,2011-04-01,29,357472,320000
W02,2011-04-01,12,346242,314000
W03,2011-04-01,10,185240,198450
W04,2011-04-01,16,175906,180200
W05,2011-04-01,16,154088,152000
W06,2011-04-01,49,336300,298000
W07,2011-04-01,21,339050,300000
W08,2011-04-01,40,268560,256500
W09,2011-04-01,26,177962,120600
W10,2011-04-01,29,170638,158000
