Area,Date,Sales,Avg_Price,Med_Price
C01,2010-11-01,329,387347,346000
C02,2010-11-01,31,692945,510000
C03,2010-11-01,9,771278,700000
C04,2010-11-01,17,369376,335000
C06,2010-11-01,10,268500,264500
C07,2010-11-01,63,324762,314900
C08,2010-11-01,138,365824,341000
C09,2010-11-01,13,499308,440000
C10,2010-11-01,40,457655,437500
C11,2010-11-01,18,181217,150500
C12,2010-11-01,3,427667,353000
C13,2010-11-01,24,268204,259950
C14,2010-11-01,129,362059,336000
C15,2010-11-01,48,304744,293500
E01,2010-11-01,5,456530,440000
E02,2010-11-01,7,388229,325000
E03,2010-11-01,24,209375,177000
E04,2010-11-01,24,173591,183894
E05,2010-11-01,34,219621,204950
E06,2010-11-01,2,272000,272000
E07,2010-11-01,26,198588,203500
E08,2010-11-01,8,188688,169500
E09,2010-11-01,45,238440,235000
E10,2010-11-01,2,154750,154750
E11,2010-11-01,11,153595,154900
W01,2010-11-01,25,355462,315000
W02,2010-11-01,7,353214,375000
W03,2010-11-01,4,242750,250500
W04,2010-11-01,8,149563,144250
W05,2010-11-01,18,132917,135000
W06,2010-11-01,35,370496,318000
W07,2010-11-01,21,341562,294900
W08,2010-11-01,40,280785,251050
W09,2010-11-01,14,143779,107000
W10,2010-11-01,21,158774,153000
